agent_transitions,team_return,score,baseline_score,mission_success,destroyed_fraction,discovery_fraction,area_coverage,first_detection_step,active_agents,first_score_step,score_auc,targets,success_threshold,strike_attempts,strike_hits,agents_expended,agent_terminated,steps
9875,-8.527272727272674,12.0,11.0,True,0.6,1.0,1.0,0,0,55,0.5736363636363645,5,11.0,3,3,5,"[False, False, False, False, False]",200
10235,-0.7625000000000177,12.0,8.0,True,0.6,1.0,1.0,0,0,54,0.961875,5,8.0,3,3,5,"[False, False, False, False, False]",200
10695,-8.17272727272721,12.0,11.0,True,0.6,1.0,1.0,0,0,78,0.5913636363636372,5,11.0,3,3,5,"[False, False, False, False, False]",200
11283,-8.331250000000061,11.5,8.0,True,0.6,1.0,1.0,0,0,92,0.5834375,5,8.0,4,4,5,"[False, False, False, False, False]",200
11951,-113.00000000000001,10.0,12.0,False,0.4,1.0,1.0,0,1,93,0.3500000000000002,5,12.0,3,3,4,"[False, False, False, False, False]",200
12344,-1.6937500000000132,12.0,8.0,True,0.6,1.0,1.0,0,0,68,0.9153125,5,8.0,4,4,5,"[False, False, False, False, False]",200
12788,-108.90416666666665,12.0,12.0,False,0.6,1.0,1.0,0,0,59,0.5547916666666667,5,12.0,4,4,5,"[False, False, False, False, False]",200
13491,-11.916666666666668,12.0,9.0,True,0.6,1.0,1.0,0,0,93,0.4041666666666668,5,9.0,5,5,5,"[False, False, False, False, False]",200
14018,-7.338888888888887,12.0,9.0,True,0.6,1.0,1.0,0,0,49,0.6330555555555548,5,9.0,5,5,5,"[False, False, False, False, False]",200
14511,-109.83333333333333,12.0,12.0,False,0.6,1.0,1.0,0,0,81,0.5083333333333333,5,12.0,3,3,5,"[False, False, False, False, False]",200
15018,-9.263636363636314,12.0,11.0,True,0.6,1.0,1.0,0,0,73,0.5368181818181826,5,11.0,3,3,5,"[False, False, False, False, False]",200
15533,-110.23333333333332,12.0,12.0,False,0.6,1.0,1.0,0,0,95,0.48833333333333334,5,12.0,3,3,5,"[False, False, False, False, False]",200
16045,-6.788888888888856,12.0,9.0,True,0.6,1.0,1.0,0,0,49,0.660555555555555,5,9.0,5,5,5,"[False, False, False, False, False]",200
16389,-0.2687500000000163,12.0,8.0,True,0.6,1.0,1.0,0,0,51,0.9865625,5,8.0,4,4,5,"[False, False, False, False, False]",200
16853,6.4599999999999875,12.0,5.0,True,0.6,1.0,1.0,0,0,49,1.3230000000000013,5,5.0,4,4,5,"[False, False, False, False, False]",200
17300,-108.90833333333333,12.0,12.0,False,0.6,1.0,1.0,0,0,73,0.5545833333333334,5,12.0,4,4,5,"[False, False, False, False, False]",200
17773,-4.168749999999994,12.0,8.0,True,0.6,1.0,1.0,0,0,74,0.7915625,5,8.0,4,4,5,"[False, False, False, False, False]",200
18190,-2.2499999999999982,12.0,8.0,True,0.6,1.0,1.0,0,0,64,0.8875,5,8.0,4,4,5,"[False, False, False, False, False]",200
18605,-4.2666666666666675,12.0,9.0,True,0.6,1.0,1.0,0,0,55,0.7866666666666667,5,9.0,4,4,5,"[False, False, False, False, False]",200
19172,-111.3125,12.0,12.0,False,0.6,1.0,1.0,0,0,96,0.43437500000000007,5,12.0,4,4,5,"[False, False, False, False, False]",200
19637,-5.488888888888885,12.0,9.0,True,0.6,1.0,1.0,0,0,70,0.7255555555555553,5,9.0,3,3,5,"[False, False, False, False, False]",200
20175,-7.444444444444441,12.0,9.0,True,0.6,1.0,1.0,0,0,73,0.6277777777777769,5,9.0,5,5,5,"[False, False, False, False, False]",200
20660,-4.518749999999988,12.0,8.0,True,0.6,1.0,1.0,0,0,64,0.7740625,5,8.0,5,5,5,"[False, False, False, False, False]",200
21158,-9.04999999999994,12.0,11.0,True,0.6,1.0,1.0,0,0,75,0.5475000000000008,5,11.0,4,4,5,"[False, False, False, False, False]",200
21615,-8.199999999999955,12.0,11.0,True,0.6,1.0,1.0,0,0,57,0.590000000000001,5,11.0,3,3,5,"[False, False, False, False, False]",200
22173,-111.09166666666664,12.0,12.0,False,0.6,1.0,1.0,0,0,104,0.4454166666666666,5,12.0,3,3,5,"[False, False, False, False, False]",200
22634,-3.4749999999999854,12.0,8.0,True,0.6,1.0,1.0,0,0,55,0.82625,5,8.0,4,4,5,"[False, False, False, False, False]",200
23026,9.579999999999998,12.0,5.0,True,0.6,1.0,1.0,0,0,59,1.4790000000000003,5,5.0,4,4,5,"[False, False, False, False, False]",200
23463,-7.709090909090885,12.0,11.0,True,0.6,1.0,1.0,0,0,65,0.6145454545454555,5,11.0,3,3,5,"[False, False, False, False, False]",200
23904,-4.933333333333332,12.0,9.0,True,0.6,1.0,1.0,0,0,70,0.7533333333333332,5,9.0,3,3,5,"[False, False, False, False, False]",200
24330,-2.762500000000009,12.0,8.0,True,0.6,1.0,1.0,0,0,64,0.861875,5,8.0,3,3,5,"[False, False, False, False, False]",200
24752,-2.3249999999999913,12.0,8.0,True,0.6,1.0,1.0,0,0,59,0.88375,5,8.0,3,3,5,"[False, False, False, False, False]",200
25171,-2.4937500000000137,12.0,8.0,True,0.6,1.0,1.0,0,0,72,0.8753125,5,8.0,4,4,5,"[False, False, False, False, False]",200
25641,-3.975000000000004,12.0,8.0,True,0.6,1.0,1.0,0,0,62,0.80125,5,8.0,4,4,5,"[False, False, False, False, False]",200
26143,-6.533333333333321,12.0,9.0,True,0.6,1.0,1.0,0,0,83,0.6733333333333327,5,9.0,4,4,5,"[False, False, False, False, False]",200
26682,-5.912499999999955,12.0,8.0,True,0.6,1.0,1.0,0,0,66,0.704375,5,8.0,4,4,5,"[False, False, False, False, False]",200
27080,-1.950000000000023,12.0,8.0,True,0.6,1.0,1.0,0,0,54,0.9025,5,8.0,3,3,5,"[False, False, False, False, False]",200
27599,-5.287499999999985,12.0,8.0,True,0.6,1.0,1.0,0,0,68,0.735625,5,8.0,4,4,5,"[False, False, False, False, False]",200
28087,-109.75833333333333,12.0,12.0,False,0.6,1.0,1.0,0,0,74,0.5120833333333333,5,12.0,3,3,5,"[False, False, False, False, False]",200
28574,-109.725,12.0,12.0,False,0.6,1.0,1.0,0,0,77,0.51375,5,12.0,4,4,5,"[False, False, False, False, False]",200
29058,-109.61666666666665,12.0,12.0,False,0.6,1.0,1.0,0,0,88,0.5191666666666667,5,12.0,3,3,5,"[False, False, False, False, False]",200
29459,-1.9750000000000172,12.0,8.0,True,0.6,1.0,1.0,0,0,65,0.90125,5,8.0,3,3,5,"[False, False, False, False, False]",200
30061,-9.28333333333333,12.0,9.0,True,0.6,1.0,1.0,0,0,70,0.5358333333333329,5,9.0,5,5,5,"[False, False, False, False, False]",200
30511,-109.00833333333333,12.0,12.0,False,0.6,1.0,1.0,0,0,64,0.5495833333333333,5,12.0,3,3,5,"[False, False, False, False, False]",200
31087,-111.49166666666666,12.0,12.0,False,0.6,1.0,1.0,0,0,98,0.4254166666666667,5,12.0,5,5,5,"[False, False, False, False, False]",200
31529,-108.87499999999999,12.0,12.0,False,0.6,1.0,1.0,0,0,56,0.55625,5,12.0,3,3,5,"[False, False, False, False, False]",200
32081,-110.96666666666664,12.0,12.0,False,0.6,1.0,1.0,0,0,104,0.4516666666666667,5,12.0,3,3,5,"[False, False, False, False, False]",200
32654,-6.531249999999945,10.0,8.0,True,0.4,1.0,1.0,0,1,53,0.6734375,5,8.0,4,4,4,"[False, False, False, False, False]",200
33007,11.710000000000006,12.0,5.0,True,0.6,1.0,1.0,0,0,51,1.585499999999999,5,5.0,4,4,5,"[False, False, False, False, False]",200
33608,-9.322222222222221,12.0,9.0,True,0.6,1.0,1.0,0,0,96,0.5338888888888885,5,9.0,5,5,5,"[False, False, False, False, False]",200
34066,-3.687499999999983,12.0,8.0,True,0.6,1.0,1.0,0,0,76,0.815625,5,8.0,4,4,5,"[False, False, False, False, False]",200
34365,14.160000000000016,12.0,5.0,True,0.6,1.0,1.0,0,0,50,1.7079999999999982,5,5.0,3,3,5,"[False, False, False, False, False]",200
34761,-1.825000000000017,12.0,8.0,True,0.6,1.0,1.0,0,0,64,0.90875,5,8.0,4,4,5,"[False, False, False, False, False]",200
35238,-109.50416666666666,12.0,12.0,False,0.6,1.0,1.0,0,0,80,0.5247916666666667,5,12.0,4,4,5,"[False, False, False, False, False]",200
35584,-0.3562500000000188,12.0,8.0,True,0.6,1.0,1.0,0,0,43,0.9821875,5,8.0,4,4,5,"[False, False, False, False, False]",200
36036,-108.98333333333332,12.0,12.0,False,0.6,1.0,1.0,0,0,80,0.5508333333333333,5,12.0,3,3,5,"[False, False, False, False, False]",200
36492,-3.650000000000002,12.0,8.0,True,0.6,1.0,1.0,0,0,72,0.8175,5,8.0,3,3,5,"[False, False, False, False, False]",200
36984,-6.4055555555555355,12.0,9.0,True,0.6,1.0,1.0,0,0,83,0.6797222222222217,5,9.0,4,4,5,"[False, False, False, False, False]",200
37409,-108.51666666666665,12.0,12.0,False,0.6,1.0,1.0,0,0,57,0.5741666666666667,5,12.0,3,3,5,"[False, False, False, False, False]",200
37792,-3.3444444444444485,12.0,9.0,True,0.6,1.0,1.0,0,0,48,0.8327777777777784,5,9.0,3,3,5,"[False, False, False, False, False]",200
38160,-1.02500000000002,12.0,8.0,True,0.6,1.0,1.0,0,0,52,0.94875,5,8.0,3,3,5,"[False, False, False, False, False]",200
38662,-6.4388888888889095,12.0,9.0,True,0.6,1.0,1.0,0,0,76,0.6780555555555549,5,9.0,4,4,5,"[False, False, False, False, False]",200
39052,-1.6625000000000185,12.0,8.0,True,0.6,1.0,1.0,0,0,59,0.916875,5,8.0,3,3,5,"[False, False, False, False, False]",200
39503,-109.02499999999998,12.0,12.0,False,0.6,1.0,1.0,0,0,65,0.54875,5,12.0,3,3,5,"[False, False, False, False, False]",200
39939,7.7299999999999915,12.0,5.0,True,0.6,1.0,1.0,0,0,59,1.386500000000001,5,5.0,4,4,5,"[False, False, False, False, False]",200
40419,-9.250000000000046,11.5,11.0,True,0.6,1.0,1.0,0,0,71,0.5375000000000004,5,11.0,5,5,5,"[False, False, False, False, False]",200
40850,-2.875000000000014,12.0,8.0,True,0.6,1.0,1.0,0,0,71,0.85625,5,8.0,4,4,5,"[False, False, False, False, False]",200
41241,-107.81666666666666,12.0,12.0,False,0.6,1.0,1.0,0,0,55,0.6091666666666666,5,12.0,3,3,5,"[False, False, False, False, False]",200
41688,-8.009090909090855,12.0,11.0,True,0.6,1.0,1.0,0,0,49,0.5995454545454555,5,11.0,4,4,5,"[False, False, False, False, False]",200
42126,-108.80833333333332,12.0,12.0,False,0.6,1.0,1.0,0,0,52,0.5595833333333333,5,12.0,3,3,5,"[False, False, False, False, False]",200
42512,-6.61818181818185,12.0,11.0,True,0.6,1.0,1.0,0,0,50,0.6690909090909102,5,11.0,3,3,5,"[False, False, False, False, False]",200
42883,-1.037500000000013,12.0,8.0,True,0.6,1.0,1.0,0,0,51,0.948125,5,8.0,3,3,5,"[False, False, False, False, False]",200
43266,-1.4750000000000203,12.0,8.0,True,0.6,1.0,1.0,0,0,55,0.92625,5,8.0,3,3,5,"[False, False, False, False, False]",200
43625,-0.6625000000000114,12.0,8.0,True,0.6,1.0,1.0,0,0,51,0.966875,5,8.0,3,3,5,"[False, False, False, False, False]",200
44063,-4.822222222222221,12.0,9.0,True,0.6,1.0,1.0,0,0,69,0.7588888888888888,5,9.0,3,3,5,"[False, False, False, False, False]",200
44469,-2.1000000000000147,12.0,8.0,True,0.6,1.0,1.0,0,0,52,0.895,5,8.0,5,5,5,"[False, False, False, False, False]",200
44795,0.2874999999999851,12.0,8.0,True,0.6,1.0,1.0,0,0,52,1.014375,5,8.0,3,3,5,"[False, False, False, False, False]",200
45231,-7.727272727272704,12.0,11.0,True,0.6,1.0,1.0,0,0,56,0.6136363636363646,5,11.0,3,3,5,"[False, False, False, False, False]",200
45625,-1.775000000000018,12.0,8.0,True,0.6,1.0,1.0,0,0,62,0.91125,5,8.0,3,3,5,"[False, False, False, False, False]",200
46034,9.199999999999998,12.0,5.0,True,0.6,1.0,1.0,0,0,64,1.4599999999999995,5,5.0,4,4,5,"[False, False, False, False, False]",200
46400,-0.9375000000000173,12.0,8.0,True,0.6,1.0,1.0,0,0,56,0.953125,5,8.0,3,3,5,"[False, False, False, False, False]",200
46908,-110.15833333333333,12.0,12.0,False,0.6,1.0,1.0,0,0,78,0.49208333333333326,5,12.0,3,3,5,"[False, False, False, False, False]",200
47365,-109.21666666666665,12.0,12.0,False,0.6,1.0,1.0,0,0,49,0.5391666666666667,5,12.0,3,3,5,"[False, False, False, False, False]",200
47675,13.640000000000015,12.0,5.0,True,0.6,1.0,1.0,0,0,54,1.6819999999999984,5,5.0,3,3,5,"[False, False, False, False, False]",200
48140,-8.390909090909043,12.0,11.0,True,0.6,1.0,1.0,0,0,55,0.5804545454545463,5,11.0,3,3,5,"[False, False, False, False, False]",200
48456,0.6499999999999907,12.0,8.0,True,0.6,1.0,1.0,0,0,43,1.0325,5,8.0,3,3,5,"[False, False, False, False, False]",200
48827,-2.966666666666672,12.0,9.0,True,0.6,1.0,1.0,0,0,50,0.8516666666666672,5,9.0,3,3,5,"[False, False, False, False, False]",200
49224,-3.744444444444447,12.0,9.0,True,0.6,1.0,1.0,0,0,58,0.8127777777777782,5,9.0,3,3,5,"[False, False, False, False, False]",200
49606,-1.4250000000000185,12.0,8.0,True,0.6,1.0,1.0,0,0,58,0.92875,5,8.0,3,3,5,"[False, False, False, False, False]",200
50012,-108.14166666666665,12.0,12.0,False,0.6,1.0,1.0,0,0,52,0.5929166666666668,5,12.0,3,3,5,"[False, False, False, False, False]",200
50391,-107.56666666666666,12.0,12.0,False,0.6,1.0,1.0,0,0,55,0.6216666666666666,5,12.0,3,3,5,"[False, False, False, False, False]",200
50767,-1.2125000000000155,12.0,8.0,True,0.6,1.0,1.0,0,0,56,0.939375,5,8.0,3,3,5,"[False, False, False, False, False]",200
51213,-7.931818181818132,12.0,11.0,True,0.6,1.0,1.0,0,0,61,0.6034090909090919,5,11.0,4,4,5,"[False, False, False, False, False]",200
51606,-1.825000000000025,12.0,8.0,True,0.6,1.0,1.0,0,0,49,0.90875,5,8.0,3,3,5,"[False, False, False, False, False]",200
51978,-6.327272727272765,12.0,11.0,True,0.6,1.0,1.0,0,0,44,0.6836363636363647,5,11.0,3,3,5,"[False, False, False, False, False]",200
52410,-108.62499999999999,12.0,12.0,False,0.6,1.0,1.0,0,0,66,0.56875,5,12.0,3,3,5,"[False, False, False, False, False]",200
52827,-108.32499999999999,12.0,12.0,False,0.6,1.0,1.0,0,0,63,0.58375,5,12.0,3,3,5,"[False, False, False, False, False]",200
53184,-0.6875000000000189,12.0,8.0,True,0.6,1.0,1.0,0,0,51,0.965625,5,8.0,3,3,5,"[False, False, False, False, False]",200
53657,-109.52499999999998,12.0,12.0,False,0.6,1.0,1.0,0,0,55,0.52375,5,12.0,3,3,5,"[False, False, False, False, False]",200
54086,-108.62499999999999,12.0,12.0,False,0.6,1.0,1.0,0,0,51,0.56875,5,12.0,3,3,5,"[False, False, False, False, False]",200
54488,-6.936363636363663,12.0,11.0,True,0.6,1.0,1.0,0,0,60,0.6531818181818193,5,11.0,3,3,5,"[False, False, False, False, False]",200
54869,-1.3375000000000132,12.0,8.0,True,0.6,1.0,1.0,0,0,55,0.933125,5,8.0,3,3,5,"[False, False, False, False, False]",200
55257,-3.4500000000000037,12.0,9.0,True,0.6,1.0,1.0,0,0,51,0.8275000000000005,5,9.0,4,4,5,"[False, False, False, False, False]",200
55633,-1.175000000000012,12.0,8.0,True,0.6,1.0,1.0,0,0,67,0.94125,5,8.0,3,3,5,"[False, False, False, False, False]",200
56087,-109.04166666666666,12.0,12.0,False,0.6,1.0,1.0,0,0,76,0.5479166666666666,5,12.0,3,3,5,"[False, False, False, False, False]",200
56471,-3.3666666666666707,12.0,9.0,True,0.6,1.0,1.0,0,0,50,0.8316666666666673,5,9.0,3,3,5,"[False, False, False, False, False]",200
56847,-1.1687500000000115,12.0,8.0,True,0.6,1.0,1.0,0,0,65,0.9415625,5,8.0,4,4,5,"[False, False, False, False, False]",200
57203,-0.5750000000000115,12.0,8.0,True,0.6,1.0,1.0,0,0,60,0.97125,5,8.0,3,3,5,"[False, False, False, False, False]",200
57643,-108.82499999999997,12.0,12.0,False,0.6,1.0,1.0,0,0,58,0.55875,5,12.0,3,3,5,"[False, False, False, False, False]",200
58062,-4.322222222222223,12.0,9.0,True,0.6,1.0,1.0,0,0,70,0.783888888888889,5,9.0,3,3,5,"[False, False, False, False, False]",200
58508,-108.92499999999998,12.0,12.0,False,0.6,1.0,1.0,0,0,64,0.55375,5,12.0,3,3,5,"[False, False, False, False, False]",200
58946,-108.78333333333332,12.0,12.0,False,0.6,1.0,1.0,0,0,58,0.5608333333333334,5,12.0,3,3,5,"[False, False, False, False, False]",200
59296,-2.4444444444444517,12.0,9.0,True,0.6,1.0,1.0,0,0,47,0.8777777777777785,5,9.0,3,3,5,"[False, False, False, False, False]",200
59739,-108.92499999999998,12.0,12.0,False,0.6,1.0,1.0,0,0,49,0.5537500000000001,5,12.0,3,3,5,"[False, False, False, False, False]",200
60101,-0.837500000000019,12.0,8.0,True,0.6,1.0,1.0,0,0,52,0.958125,5,8.0,3,3,5,"[False, False, False, False, False]",200
60419,0.5124999999999839,12.0,8.0,True,0.6,1.0,1.0,0,0,48,1.025625,5,8.0,3,3,5,"[False, False, False, False, False]",200
60783,-0.862500000000016,12.0,8.0,True,0.6,1.0,1.0,0,0,56,0.956875,5,8.0,3,3,5,"[False, False, False, False, False]",200
61197,-108.27916666666665,12.0,12.0,False,0.6,1.0,1.0,0,0,59,0.5860416666666667,5,12.0,4,4,5,"[False, False, False, False, False]",200
61601,9.449999999999998,12.0,5.0,True,0.6,1.0,1.0,0,0,51,1.4724999999999995,5,5.0,4,4,5,"[False, False, False, False, False]",200
61940,-0.12500000000001688,12.0,8.0,True,0.6,1.0,1.0,0,0,51,0.99375,5,8.0,3,3,5,"[False, False, False, False, False]",200
62414,-109.54999999999998,12.0,12.0,False,0.6,1.0,1.0,0,0,54,0.5225000000000001,5,12.0,3,3,5,"[False, False, False, False, False]",200
62853,-4.677777777777777,12.0,9.0,True,0.6,1.0,1.0,0,0,52,0.7661111111111114,5,9.0,3,3,5,"[False, False, False, False, False]",200
63265,-108.25833333333333,12.0,12.0,False,0.6,1.0,1.0,0,0,54,0.5870833333333334,5,12.0,3,3,5,"[False, False, False, False, False]",200
63594,0.26249999999999096,12.0,8.0,True,0.6,1.0,1.0,0,0,56,1.013125,5,8.0,3,3,5,"[False, False, False, False, False]",200
64023,-108.58333333333333,12.0,12.0,False,0.6,1.0,1.0,0,0,61,0.5708333333333333,5,12.0,3,3,5,"[False, False, False, False, False]",200
64330,13.760000000000016,12.0,5.0,True,0.6,1.0,1.0,0,0,54,1.6879999999999984,5,5.0,3,3,5,"[False, False, False, False, False]",200
64788,-8.19999999999994,12.0,11.0,True,0.6,1.0,1.0,0,0,62,0.5900000000000009,5,11.0,3,3,5,"[False, False, False, False, False]",200
65144,11.380000000000006,12.0,5.0,True,0.6,1.0,1.0,0,0,57,1.5689999999999995,5,5.0,3,3,5,"[False, False, False, False, False]",200
65512,-0.9125000000000099,12.0,8.0,True,0.6,1.0,1.0,0,0,52,0.954375,5,8.0,3,3,5,"[False, False, False, False, False]",200
65871,-0.725000000000017,12.0,8.0,True,0.6,1.0,1.0,0,0,55,0.96375,5,8.0,3,3,5,"[False, False, False, False, False]",200
66202,0.1374999999999851,12.0,8.0,True,0.6,1.0,1.0,0,0,44,1.006875,5,8.0,3,3,5,"[False, False, False, False, False]",200
66615,-108.29999999999998,12.0,12.0,False,0.6,1.0,1.0,0,0,49,0.585,5,12.0,3,3,5,"[False, False, False, False, False]",200
66930,0.6999999999999925,12.0,8.0,True,0.6,1.0,1.0,0,0,49,1.035,5,8.0,3,3,5,"[False, False, False, False, False]",200
67244,0.7124999999999911,12.0,8.0,True,0.6,1.0,1.0,0,0,51,1.035625,5,8.0,3,3,5,"[False, False, False, False, False]",200
67714,-109.39999999999999,12.0,12.0,False,0.6,1.0,1.0,0,0,70,0.53,5,12.0,3,3,5,"[False, False, False, False, False]",200
68083,-1.000000000000015,12.0,8.0,True,0.6,1.0,1.0,0,0,58,0.95,5,8.0,3,3,5,"[False, False, False, False, False]",200
68422,-0.10000000000001473,12.0,8.0,True,0.6,1.0,1.0,0,0,55,0.995,5,8.0,3,3,5,"[False, False, False, False, False]",200
68878,-109.11666666666666,12.0,12.0,False,0.6,1.0,1.0,0,0,68,0.5441666666666667,5,12.0,3,3,5,"[False, False, False, False, False]",200
69336,-8.213636363636322,12.0,11.0,True,0.6,1.0,1.0,0,0,59,0.5893181818181827,5,11.0,4,4,5,"[False, False, False, False, False]",200
69769,-4.71111111111111,12.0,9.0,True,0.6,1.0,1.0,0,0,65,0.7644444444444445,5,9.0,3,3,5,"[False, False, False, False, False]",200
70099,12.580000000000009,12.0,5.0,True,0.6,1.0,1.0,0,0,52,1.628999999999999,5,5.0,3,3,5,"[False, False, False, False, False]",200
70554,-109.10833333333332,12.0,12.0,False,0.6,1.0,1.0,0,0,65,0.5445833333333333,5,12.0,3,3,5,"[False, False, False, False, False]",200
70906,-0.4625000000000122,12.0,8.0,True,0.6,1.0,1.0,0,0,51,0.976875,5,8.0,3,3,5,"[False, False, False, False, False]",200
71334,-108.54999999999998,12.0,12.0,False,0.6,1.0,1.0,0,0,64,0.5725,5,12.0,3,3,5,"[False, False, False, False, False]",200
71757,-2.6875000000000195,12.0,8.0,True,0.6,1.0,1.0,0,0,61,0.865625,5,8.0,3,3,5,"[False, False, False, False, False]",200
72181,-7.454545454545447,12.0,11.0,True,0.6,1.0,1.0,0,0,56,0.6272727272727283,5,11.0,3,3,5,"[False, False, False, False, False]",200
72592,-108.225,12.0,12.0,False,0.6,1.0,1.0,0,0,57,0.58875,5,12.0,3,3,5,"[False, False, False, False, False]",200
72996,-3.8444444444444468,12.0,9.0,True,0.6,1.0,1.0,0,0,65,0.8077777777777781,5,9.0,3,3,5,"[False, False, False, False, False]",200
73435,-108.76666666666665,12.0,12.0,False,0.6,1.0,1.0,0,0,67,0.5616666666666666,5,12.0,3,3,5,"[False, False, False, False, False]",200
73796,-0.7250000000000116,12.0,8.0,True,0.6,1.0,1.0,0,0,64,0.96375,5,8.0,3,3,5,"[False, False, False, False, False]",200
74192,-3.711111111111114,12.0,9.0,True,0.6,1.0,1.0,0,0,53,0.8144444444444449,5,9.0,3,3,5,"[False, False, False, False, False]",200
74645,-5.133333333333331,12.0,9.0,True,0.6,1.0,1.0,0,0,64,0.7433333333333333,5,9.0,3,3,5,"[False, False, False, False, False]",200
75013,-0.9125000000000099,12.0,8.0,True,0.6,1.0,1.0,0,0,67,0.954375,5,8.0,3,3,5,"[False, False, False, False, False]",200
75366,-0.5500000000000174,12.0,8.0,True,0.6,1.0,1.0,0,0,53,0.9725,5,8.0,3,3,5,"[False, False, False, False, False]",200
75715,-0.35000000000001025,12.0,8.0,True,0.6,1.0,1.0,0,0,61,0.9825,5,8.0,3,3,5,"[False, False, False, False, False]",200
76057,-0.13750000000000995,12.0,8.0,True,0.6,1.0,1.0,0,0,50,0.993125,5,8.0,3,3,5,"[False, False, False, False, False]",200
76465,-4.011111111111113,12.0,9.0,True,0.6,1.0,1.0,0,0,58,0.7994444444444447,5,9.0,4,4,5,"[False, False, False, False, False]",200
76962,-109.95833333333333,12.0,12.0,False,0.6,1.0,1.0,0,0,71,0.5020833333333333,5,12.0,3,3,5,"[False, False, False, False, False]",200
77349,-1.500000000000012,12.0,8.0,True,0.6,1.0,1.0,0,0,60,0.925,5,8.0,3,3,5,"[False, False, False, False, False]",200
77709,11.360000000000007,12.0,5.0,True,0.6,1.0,1.0,0,0,56,1.567999999999999,5,5.0,3,3,5,"[False, False, False, False, False]",200
78101,-1.7375000000000198,12.0,8.0,True,0.6,1.0,1.0,0,0,58,0.913125,5,8.0,3,3,5,"[False, False, False, False, False]",200
78537,-108.68333333333332,12.0,12.0,False,0.6,1.0,1.0,0,0,72,0.5658333333333333,5,12.0,3,3,5,"[False, False, False, False, False]",200
78865,0.2999999999999915,12.0,8.0,True,0.6,1.0,1.0,0,0,49,1.015,5,8.0,3,3,5,"[False, False, False, False, False]",200
79193,0.21249999999998387,12.0,8.0,True,0.6,1.0,1.0,0,0,50,1.010625,5,8.0,3,3,5,"[False, False, False, False, False]",200
79668,-109.56666666666666,12.0,12.0,False,0.6,1.0,1.0,0,0,55,0.5216666666666667,5,12.0,3,3,5,"[False, False, False, False, False]",200
80058,-1.6375000000000162,12.0,8.0,True,0.6,1.0,1.0,0,0,64,0.918125,5,8.0,3,3,5,"[False, False, False, False, False]",200
80484,-108.54999999999998,12.0,12.0,False,0.6,1.0,1.0,0,0,54,0.5725,5,12.0,3,3,5,"[False, False, False, False, False]",200
