agent_transitions,team_return,score,baseline_score,mission_success,destroyed_fraction,discovery_fraction,area_coverage,first_detection_step,active_agents,first_score_step,score_auc,targets,success_threshold,strike_attempts,strike_hits,agents_expended,agent_terminated,steps
66388,-4.788888888888888,12.0,9.0,True,0.6,1.0,1.0,0,0,73,0.7605555555555555,5,9.0,3,3,5,"[False, False, False, False, False]",200
66754,-0.9125000000000152,12.0,8.0,True,0.6,1.0,1.0,0,0,60,0.954375,5,8.0,3,3,5,"[False, False, False, False, False]",200
67089,0.11249999999999362,12.0,8.0,True,0.6,1.0,1.0,0,0,45,1.005625,5,8.0,3,3,5,"[False, False, False, False, False]",200
67440,-0.4750000000000159,12.0,8.0,True,0.6,1.0,1.0,0,0,48,0.97625,5,8.0,3,3,5,"[False, False, False, False, False]",200
67924,-9.691666666666665,12.0,12.0,True,0.6,1.0,1.0,0,0,70,0.5154166666666667,5,12.0,3,3,5,"[False, False, False, False, False]",200
68346,-2.66250000000002,12.0,8.0,True,0.6,1.0,1.0,0,0,60,0.866875,5,8.0,3,3,5,"[False, False, False, False, False]",200
68793,-4.999999999999998,12.0,9.0,True,0.6,1.0,1.0,0,0,60,0.7499999999999999,5,9.0,4,4,5,"[False, False, False, False, False]",200
69224,-4.688888888888888,12.0,9.0,True,0.6,1.0,1.0,0,0,67,0.7655555555555555,5,9.0,3,3,5,"[False, False, False, False, False]",200
69553,0.16249999999998208,12.0,8.0,True,0.6,1.0,1.0,0,0,47,1.008125,5,8.0,3,3,5,"[False, False, False, False, False]",200
69917,-0.7750000000000081,12.0,8.0,True,0.6,1.0,1.0,0,0,58,0.96125,5,8.0,3,3,5,"[False, False, False, False, False]",200
70289,-1.1125000000000171,12.0,8.0,True,0.6,1.0,1.0,0,0,53,0.944375,5,8.0,3,3,5,"[False, False, False, False, False]",200
70691,-3.888888888888891,12.0,9.0,True,0.6,1.0,1.0,0,0,58,0.8055555555555558,5,9.0,3,3,5,"[False, False, False, False, False]",200
71208,-10.366666666666674,12.0,12.0,True,0.6,1.0,1.0,0,0,73,0.48166666666666663,5,12.0,4,4,5,"[False, False, False, False, False]",200
71627,-8.383333333333317,12.0,12.0,True,0.6,1.0,1.0,0,0,59,0.5808333333333333,5,12.0,3,3,5,"[False, False, False, False, False]",200
72070,-4.966666666666665,12.0,9.0,True,0.6,1.0,1.0,0,0,70,0.7516666666666666,5,9.0,3,3,5,"[False, False, False, False, False]",200
72431,-0.7375000000000127,12.0,8.0,True,0.6,1.0,1.0,0,0,51,0.963125,5,8.0,3,3,5,"[False, False, False, False, False]",200
72757,0.3124999999999874,12.0,8.0,True,0.6,1.0,1.0,0,0,56,1.015625,5,8.0,3,3,5,"[False, False, False, False, False]",200
73206,-8.958333333333323,12.0,12.0,True,0.6,1.0,1.0,0,0,71,0.5520833333333333,5,12.0,3,3,5,"[False, False, False, False, False]",200
73673,-9.34166666666666,12.0,12.0,True,0.6,1.0,1.0,0,0,69,0.5329166666666666,5,12.0,3,3,5,"[False, False, False, False, False]",200
74124,-9.04999999999998,12.0,12.0,True,0.6,1.0,1.0,0,0,59,0.5475,5,12.0,3,3,5,"[False, False, False, False, False]",200
74445,0.46249999999998737,12.0,8.0,True,0.6,1.0,1.0,0,0,51,1.023125,5,8.0,3,3,5,"[False, False, False, False, False]",200
74868,-7.472727272727277,12.0,11.0,True,0.6,1.0,1.0,0,0,47,0.6263636363636373,5,11.0,3,3,5,"[False, False, False, False, False]",200
75196,0.19999999999998264,12.0,8.0,True,0.6,1.0,1.0,0,0,48,1.01,5,8.0,3,3,5,"[False, False, False, False, False]",200
75550,-0.6250000000000213,12.0,8.0,True,0.6,1.0,1.0,0,0,46,0.96875,5,8.0,3,3,5,"[False, False, False, False, False]",200
75950,-1.9000000000000132,12.0,8.0,True,0.6,1.0,1.0,0,0,59,0.905,5,8.0,3,3,5,"[False, False, False, False, False]",200
76394,-8.916666666666652,12.0,12.0,True,0.6,1.0,1.0,0,0,56,0.5541666666666667,5,12.0,3,3,5,"[False, False, False, False, False]",200
76789,-3.5000000000000036,12.0,9.0,True,0.6,1.0,1.0,0,0,50,0.8250000000000006,5,9.0,3,3,5,"[False, False, False, False, False]",200
77111,0.37499999999998224,12.0,8.0,True,0.6,1.0,1.0,0,0,45,1.01875,5,8.0,3,3,5,"[False, False, False, False, False]",200
77502,-1.6500000000000148,12.0,8.0,True,0.6,1.0,1.0,0,0,62,0.9175,5,8.0,3,3,5,"[False, False, False, False, False]",200
77897,-1.7625000000000142,12.0,8.0,True,0.6,1.0,1.0,0,0,60,0.911875,5,8.0,3,3,5,"[False, False, False, False, False]",200
78331,-8.691666666666645,12.0,12.0,True,0.6,1.0,1.0,0,0,60,0.5654166666666667,5,12.0,3,3,5,"[False, False, False, False, False]",200
78787,-9.141666666666659,12.0,12.0,True,0.6,1.0,1.0,0,0,62,0.5429166666666667,5,12.0,3,3,5,"[False, False, False, False, False]",200
79160,-1.075000000000011,12.0,8.0,True,0.6,1.0,1.0,0,0,51,0.94625,5,8.0,3,3,5,"[False, False, False, False, False]",200
79652,-6.144444444444455,12.0,9.0,True,0.6,1.0,1.0,0,0,66,0.6927777777777773,5,9.0,4,4,5,"[False, False, False, False, False]",200
80017,-0.9000000000000168,12.0,8.0,True,0.6,1.0,1.0,0,0,57,0.955,5,8.0,3,3,5,"[False, False, False, False, False]",200
80451,-4.511111111111111,12.0,9.0,True,0.6,1.0,1.0,0,0,63,0.7744444444444447,5,9.0,3,3,5,"[False, False, False, False, False]",200
80814,-0.7375000000000074,12.0,8.0,True,0.6,1.0,1.0,0,0,63,0.963125,5,8.0,3,3,5,"[False, False, False, False, False]",200
81237,-7.472727272727277,12.0,11.0,True,0.6,1.0,1.0,0,0,47,0.6263636363636373,5,11.0,3,3,5,"[False, False, False, False, False]",200
81612,-1.1875000000000158,12.0,8.0,True,0.6,1.0,1.0,0,0,51,0.940625,5,8.0,3,3,5,"[False, False, False, False, False]",200
81996,-1.5500000000000245,12.0,8.0,True,0.6,1.0,1.0,0,0,48,0.9225,5,8.0,3,3,5,"[False, False, False, False, False]",200
82319,13.040000000000012,12.0,5.0,True,0.6,1.0,1.0,0,0,55,1.6519999999999984,5,5.0,3,3,5,"[False, False, False, False, False]",200
82732,-8.258333333333319,12.0,12.0,True,0.6,1.0,1.0,0,0,59,0.5870833333333333,5,12.0,3,3,5,"[False, False, False, False, False]",200
83107,-1.2250000000000192,12.0,8.0,True,0.6,1.0,1.0,0,0,55,0.93875,5,8.0,3,3,5,"[False, False, False, False, False]",200
83531,-8.52499999999998,12.0,12.0,True,0.6,1.0,1.0,0,0,50,0.57375,5,12.0,3,3,5,"[False, False, False, False, False]",200
83986,-8.136363636363582,12.0,11.0,True,0.6,1.0,1.0,0,0,61,0.5931818181818191,5,11.0,4,4,5,"[False, False, False, False, False]",200
84430,-8.866666666666648,12.0,12.0,True,0.6,1.0,1.0,0,0,68,0.5566666666666668,5,12.0,3,3,5,"[False, False, False, False, False]",200
84870,-8.799999999999985,12.0,12.0,True,0.6,1.0,1.0,0,0,64,0.56,5,12.0,3,3,5,"[False, False, False, False, False]",200
85217,12.24000000000001,12.0,5.0,True,0.6,1.0,1.0,0,0,52,1.6119999999999979,5,5.0,3,3,5,"[False, False, False, False, False]",200
85563,-0.3000000000000138,12.0,8.0,True,0.6,1.0,1.0,0,0,58,0.985,5,8.0,3,3,5,"[False, False, False, False, False]",200
85974,-8.241666666666656,12.0,12.0,True,0.6,1.0,1.0,0,0,53,0.5879166666666668,5,12.0,3,3,5,"[False, False, False, False, False]",200
86305,0.08749999999998066,12.0,8.0,True,0.6,1.0,1.0,0,0,45,1.004375,5,8.0,3,3,5,"[False, False, False, False, False]",200
86610,0.8874999999999827,12.0,8.0,True,0.6,1.0,1.0,0,0,43,1.044375,5,8.0,3,3,5,"[False, False, False, False, False]",200
86918,0.9124999999999931,12.0,8.0,True,0.6,1.0,1.0,0,0,43,1.045625,5,8.0,3,3,5,"[False, False, False, False, False]",200
87305,-7.749999999999994,12.0,12.0,True,0.6,1.0,1.0,0,0,51,0.6125,5,12.0,3,3,5,"[False, False, False, False, False]",200
87678,-1.1250000000000155,12.0,8.0,True,0.6,1.0,1.0,0,0,61,0.94375,5,8.0,3,3,5,"[False, False, False, False, False]",200
88126,-8.966666666666645,12.0,12.0,True,0.6,1.0,1.0,0,0,64,0.5516666666666667,5,12.0,3,3,5,"[False, False, False, False, False]",200
88452,0.29999999999998617,12.0,8.0,True,0.6,1.0,1.0,0,0,50,1.015,5,8.0,3,3,5,"[False, False, False, False, False]",200
88794,-0.15000000000001118,12.0,8.0,True,0.6,1.0,1.0,0,0,54,0.9925,5,8.0,3,3,5,"[False, False, False, False, False]",200
89132,-0.03750000000001172,12.0,8.0,True,0.6,1.0,1.0,0,0,56,0.998125,5,8.0,3,3,5,"[False, False, False, False, False]",200
89508,-1.2000000000000144,12.0,8.0,True,0.6,1.0,1.0,0,0,50,0.94,5,8.0,3,3,5,"[False, False, False, False, False]",200
89862,11.700000000000008,12.0,5.0,True,0.6,1.0,1.0,0,0,50,1.5849999999999989,5,5.0,4,4,5,"[False, False, False, False, False]",200
90216,-0.5625000000000158,12.0,8.0,True,0.6,1.0,1.0,0,0,54,0.971875,5,8.0,3,3,5,"[False, False, False, False, False]",200
90554,-0.05000000000001295,12.0,8.0,True,0.6,1.0,1.0,0,0,43,0.9975,5,8.0,3,3,5,"[False, False, False, False, False]",200
90946,-3.422222222222226,12.0,9.0,True,0.6,1.0,1.0,0,0,55,0.8288888888888895,5,9.0,3,3,5,"[False, False, False, False, False]",200
91387,-7.836363636363601,12.0,11.0,True,0.6,1.0,1.0,0,0,57,0.6081818181818192,5,11.0,3,3,5,"[False, False, False, False, False]",200
91758,-2.977777777777783,12.0,9.0,True,0.6,1.0,1.0,0,0,44,0.8511111111111118,5,9.0,3,3,5,"[False, False, False, False, False]",200
92184,-8.549999999999983,12.0,12.0,True,0.6,1.0,1.0,0,0,54,0.5725,5,12.0,3,3,5,"[False, False, False, False, False]",200
92565,-7.6333333333333275,12.0,12.0,True,0.6,1.0,1.0,0,0,49,0.6183333333333334,5,12.0,3,3,5,"[False, False, False, False, False]",200
92997,-4.622222222222222,12.0,9.0,True,0.6,1.0,1.0,0,0,61,0.768888888888889,5,9.0,4,4,5,"[False, False, False, False, False]",200
93352,11.580000000000007,12.0,5.0,True,0.6,1.0,1.0,0,0,60,1.5789999999999993,5,5.0,3,3,5,"[False, False, False, False, False]",200
93745,-1.812500000000024,12.0,8.0,True,0.6,1.0,1.0,0,0,51,0.909375,5,8.0,3,3,5,"[False, False, False, False, False]",200
94141,-1.825000000000017,12.0,8.0,True,0.6,1.0,1.0,0,0,58,0.90875,5,8.0,3,3,5,"[False, False, False, False, False]",200
94533,-1.7875000000000243,12.0,8.0,True,0.6,1.0,1.0,0,0,50,0.910625,5,8.0,3,3,5,"[False, False, False, False, False]",200
94909,10.640000000000002,12.0,5.0,True,0.6,1.0,1.0,0,0,56,1.5319999999999994,5,5.0,3,3,5,"[False, False, False, False, False]",200
95359,-8.650000000000022,11.5,11.0,True,0.6,1.0,1.0,0,0,62,0.5675000000000004,5,11.0,5,5,5,"[False, False, False, False, False]",200
95763,-2.087500000000019,12.0,8.0,True,0.6,1.0,1.0,0,0,62,0.895625,5,8.0,3,3,5,"[False, False, False, False, False]",200
96228,-5.4388888888888856,12.0,9.0,True,0.6,1.0,1.0,0,0,56,0.7280555555555555,5,9.0,4,4,5,"[False, False, False, False, False]",200
96602,-1.0875000000000095,12.0,8.0,True,0.6,1.0,1.0,0,0,54,0.945625,5,8.0,3,3,5,"[False, False, False, False, False]",200
96993,-3.600000000000003,12.0,9.0,True,0.6,1.0,1.0,0,0,60,0.8200000000000003,5,9.0,3,3,5,"[False, False, False, False, False]",200
97367,-1.1625000000000163,12.0,8.0,True,0.6,1.0,1.0,0,0,60,0.941875,5,8.0,3,3,5,"[False, False, False, False, False]",200
97783,-4.311111111111112,12.0,9.0,True,0.6,1.0,1.0,0,0,69,0.7844444444444446,5,9.0,3,3,5,"[False, False, False, False, False]",200
98141,-0.6375000000000117,12.0,8.0,True,0.6,1.0,1.0,0,0,52,0.968125,5,8.0,3,3,5,"[False, False, False, False, False]",200
98566,-8.499999999999982,12.0,12.0,True,0.6,1.0,1.0,0,0,61,0.575,5,12.0,3,3,5,"[False, False, False, False, False]",200
98968,-2.0562500000000217,12.0,8.0,True,0.6,1.0,1.0,0,0,57,0.8971875,5,8.0,4,4,5,"[False, False, False, False, False]",200
99339,-1.025000000000012,12.0,8.0,True,0.6,1.0,1.0,0,0,57,0.94875,5,8.0,3,3,5,"[False, False, False, False, False]",200
99675,12.540000000000012,12.0,5.0,True,0.6,1.0,1.0,0,0,46,1.6269999999999984,5,5.0,3,3,5,"[False, False, False, False, False]",200
