agent_transitions,team_return,score,baseline_score,mission_success,destroyed_fraction,discovery_fraction,area_coverage,first_detection_step,active_agents,first_score_step,score_auc,targets,success_threshold,strike_attempts,strike_hits,agents_expended,agent_terminated,steps
90216,13.720000000000015,12.0,5.0,True,0.6,1.0,1.0,0,0,49,1.6859999999999986,5,5.0,3,3,5,"[False, False, False, False, False]",200
90572,-0.625000000000016,12.0,8.0,True,0.6,1.0,1.0,0,0,54,0.96875,5,8.0,3,3,5,"[False, False, False, False, False]",200
90911,-0.07500000000001243,12.0,8.0,True,0.6,1.0,1.0,0,0,43,0.99625,5,8.0,3,3,5,"[False, False, False, False, False]",200
91272,-2.7111111111111175,12.0,9.0,True,0.6,1.0,1.0,0,0,55,0.8644444444444451,5,9.0,3,3,5,"[False, False, False, False, False]",200
91721,-8.027272727272676,12.0,11.0,True,0.6,1.0,1.0,0,0,55,0.5986363636363646,5,11.0,3,3,5,"[False, False, False, False, False]",200
92086,-2.8333333333333393,12.0,9.0,True,0.6,1.0,1.0,0,0,44,0.8583333333333342,5,9.0,3,3,5,"[False, False, False, False, False]",200
92508,-108.46666666666665,12.0,12.0,False,0.6,1.0,1.0,0,0,54,0.5766666666666667,5,12.0,3,3,5,"[False, False, False, False, False]",200
92889,-107.63333333333333,12.0,12.0,False,0.6,1.0,1.0,0,0,49,0.6183333333333334,5,12.0,3,3,5,"[False, False, False, False, False]",200
93350,-5.322222222222221,12.0,9.0,True,0.6,1.0,1.0,0,0,62,0.7338888888888887,5,9.0,4,4,5,"[False, False, False, False, False]",200
93703,11.660000000000007,12.0,5.0,True,0.6,1.0,1.0,0,0,61,1.582999999999999,5,5.0,3,3,5,"[False, False, False, False, False]",200
94097,-1.8500000000000247,12.0,8.0,True,0.6,1.0,1.0,0,0,50,0.9075,5,8.0,3,3,5,"[False, False, False, False, False]",200
94492,-1.7875000000000163,12.0,8.0,True,0.6,1.0,1.0,0,0,57,0.910625,5,8.0,3,3,5,"[False, False, False, False, False]",200
94885,-1.825000000000025,12.0,8.0,True,0.6,1.0,1.0,0,0,49,0.90875,5,8.0,3,3,5,"[False, False, False, False, False]",200
95266,10.420000000000003,12.0,5.0,True,0.6,1.0,1.0,0,0,58,1.5209999999999995,5,5.0,3,3,5,"[False, False, False, False, False]",200
95696,-8.186363636363664,11.5,11.0,True,0.6,1.0,1.0,0,0,63,0.5906818181818185,5,11.0,5,5,5,"[False, False, False, False, False]",200
96098,-2.03750000000002,12.0,8.0,True,0.6,1.0,1.0,0,0,60,0.898125,5,8.0,3,3,5,"[False, False, False, False, False]",200
96528,-5.061111111111109,11.5,9.0,True,0.6,1.0,1.0,0,0,56,0.7469444444444426,5,9.0,4,4,5,"[False, False, False, False, False]",200
96902,-1.0875000000000095,12.0,8.0,True,0.6,1.0,1.0,0,0,54,0.945625,5,8.0,3,3,5,"[False, False, False, False, False]",200
97291,-3.5333333333333368,12.0,9.0,True,0.6,1.0,1.0,0,0,60,0.8233333333333337,5,9.0,3,3,5,"[False, False, False, False, False]",200
97664,-1.1375000000000166,12.0,8.0,True,0.6,1.0,1.0,0,0,59,0.943125,5,8.0,3,3,5,"[False, False, False, False, False]",200
98077,-4.233333333333334,12.0,9.0,True,0.6,1.0,1.0,0,0,69,0.7883333333333336,5,9.0,3,3,5,"[False, False, False, False, False]",200
98435,-0.6375000000000117,12.0,8.0,True,0.6,1.0,1.0,0,0,52,0.968125,5,8.0,3,3,5,"[False, False, False, False, False]",200
98862,-108.54166666666664,12.0,12.0,False,0.6,1.0,1.0,0,0,61,0.5729166666666667,5,12.0,3,3,5,"[False, False, False, False, False]",200
99255,-1.7750000000000206,12.0,8.0,True,0.6,1.0,1.0,0,0,57,0.91125,5,8.0,3,3,5,"[False, False, False, False, False]",200
99627,-1.0625000000000127,12.0,8.0,True,0.6,1.0,1.0,0,0,58,0.946875,5,8.0,3,3,5,"[False, False, False, False, False]",200
99934,13.720000000000015,12.0,5.0,True,0.6,1.0,1.0,0,0,45,1.6859999999999986,5,5.0,3,3,5,"[False, False, False, False, False]",200
