policy,step,drone,target_id,target_type,target_life,target_score,estimated_distance,goal_x,goal_y,active
random,97,3,0,2,1,2,5.988321221088289,30.327497829676787,36.88764469570205,True
random,97,4,1,2,1,2,17.647675303161144,24.64753839193571,39.803494962016764,True
random,97,5,3,1,2,5,13.70692254170683,45.61186690941086,23.516438532252497,True
random,98,0,3,1,2,5,14.150847158426878,45.60968855893366,23.523175022115502,True
random,98,1,3,1,2,5,9.1274645112137,45.60968855893366,23.523175022115502,True
random,98,2,4,1,2,5,0.0066488165080352685,40.27447635159429,32.69244558386911,True
random,98,3,3,1,2,5,14.947310448834635,45.60968855893366,23.523175022115502,True
random,98,4,1,2,1,2,17.20995551358511,24.645258741491702,39.81278478117608,True
random,98,5,3,1,2,5,13.25600197919514,45.60968855893366,23.523175022115502,True
random,99,0,4,1,2,5,3.699786546978699,40.272112864541114,32.69866013855203,True
random,99,1,3,1,2,5,8.676352646417216,45.60751020845647,23.529911511978508,True
random,99,2,4,1,2,5,0.0066488165080352685,40.272112864541114,32.69866013855203,True
random,99,3,2,3,1,1,2.7570664500058233,35.11742129852314,36.66593839585067,True
random,99,4,4,1,2,5,1.9415070119151554,40.272112864541114,32.69866013855203,True
random,99,5,3,1,2,5,12.805082045198143,45.60751020845647,23.529911511978508,True
random,100,0,0,2,1,2,7.555980215351346,30.31717608310483,36.911145544116415,True
random,100,1,0,2,1,2,12.348825060000006,30.31717608310483,36.911145544116415,True
random,100,2,4,1,2,5,0.0066488165080352685,40.26974937748794,32.70487469323495,True
random,100,3,0,2,1,2,5.726204965797621,30.31717608310483,36.911145544116415,True
random,100,4,4,1,2,5,1.5003463386927376,40.26974937748794,32.70487469323495,True
random,100,5,1,2,1,2,14.56990812447132,24.640699440603683,39.831364419494705,True
random,101,0,3,1,2,5,13.694907403999306,45.60315350750208,23.54338449170452,True
random,101,1,2,3,1,1,8.157905923329547,35.117029556332454,36.66736772720095,True
random,101,2,4,1,2,5,0.0066488165080352685,40.26738589043477,32.71108924791787,True
random,101,3,3,1,2,5,15.263332576615893,45.60315350750208,23.54338449170452,True
random,101,4,4,1,2,5,1.0592125472008909,40.26738589043477,32.71108924791787,True
random,101,5,2,3,1,1,4.147307580303761,35.117029556332454,36.66736772720095,True
random,102,0,1,2,1,2,13.905285817359795,24.636140139715664,39.84994405781333,True
random,102,1,0,2,1,2,11.49577435600146,30.310294918723525,36.92681277639266,True
random,102,2,4,1,2,5,0.0066488165080352685,40.26502240338159,32.71730380260079,True
random,102,3,0,2,1,2,5.714781382780735,30.310294918723525,36.92681277639266,True
random,102,4,0,2,1,2,10.657504309656304,30.310294918723525,36.92681277639266,True
random,102,5,0,2,1,2,7.3911445250582375,30.310294918723525,36.92681277639266,True
random,103,0,3,1,2,5,13.64454798395275,45.59879680654769,23.55685747143053,True
random,103,1,2,3,1,1,7.293928358790093,35.11663781414177,36.66879705855123,True
random,103,2,4,1,2,5,0.0066488165080352685,40.26265891632842,32.72351835728371,True
random,103,3,3,1,2,5,15.228605398710028,45.59879680654769,23.55685747143053,True
random,103,4,3,1,2,5,10.778315616646466,45.59879680654769,23.55685747143053,True
random,103,5,3,1,2,5,13.604470348387947,45.59879680654769,23.55685747143053,True
random,104,0,4,1,2,5,3.3614820200448756,40.260295429275246,32.72973291196663,True
random,104,1,4,1,2,5,1.7728667371643703,40.260295429275246,32.72973291196663,True
random,104,2,4,1,2,5,0.0066488165080352685,40.260295429275246,32.72973291196663,True
random,104,3,0,2,1,2,5.708724487644392,30.30341375434222,36.9424800086689,True
random,104,4,3,1,2,5,10.327088961376631,45.596618456070495,23.563593961293535,True
random,104,5,1,2,1,2,13.76133773228636,24.631580838827645,39.86852369613196,True
random,105,0,2,3,1,1,3.9565013377433806,35.11624607195108,36.67022638990151,True
random,105,1,2,3,1,1,6.71595213272581,35.11624607195108,36.67022638990151,True
random,105,2,4,1,2,5,0.0066488165080352685,40.25793194222207,32.73594746664955,True
random,105,3,3,1,2,5,15.198489834137575,45.5944401055933,23.57033045115654,True
random,105,4,2,3,1,1,6.958625948084006,35.11624607195108,36.67022638990151,True
random,105,5,2,3,1,1,3.4216988668745376,35.11624607195108,36.67022638990151,True
random,106,0,0,2,1,2,7.559729758793363,30.296532589960915,36.958147240945145,True
random,106,1,4,1,1,5,1.2832528091298006,40.256750198695485,32.73905474399101,True
random,106,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,106,3,3,1,2,5,14.74772896667329,45.592261755116105,23.577066941019545,True
random,106,4,1,2,1,2,16.98125858774629,24.627021537939626,39.887103334450586,True
random,106,5,4,1,1,5,4.260368842899979,40.256750198695485,32.73905474399101,True
random,107,0,0,2,1,2,7.121664324038548,30.293092007770262,36.96598085708327,True
random,107,1,3,1,2,5,10.515288332636961,45.59008340463891,23.58380343088255,True
random,107,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,107,3,3,1,2,5,14.296968803846783,45.59008340463891,23.58380343088255,True
random,107,4,2,3,1,1,6.094315255775191,35.115854329760396,36.67165572125179,True
random,107,5,3,1,2,5,13.591780030377205,45.59008340463891,23.58380343088255,True
random,108,0,4,1,1,5,4.14779831223814,40.25438671164231,32.74526929867394,True
random,108,1,1,2,1,2,17.22236901395889,24.622462237051607,39.90568297276921,True
random,108,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,108,3,1,2,1,2,12.951988504002106,24.622462237051607,39.90568297276921,True
random,108,4,4,1,1,5,1.2934023281695428,40.25438671164231,32.74526929867394,True
random,108,5,3,1,2,5,13.1408482488892,45.587905054161716,23.590539920745556,True
random,109,0,3,1,2,5,13.656569797818435,45.58572670368452,23.59727641060856,True
random,109,1,0,2,1,2,10.404390382839216,30.286210843388957,36.98164808935951,True
random,109,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,109,3,2,3,1,1,3.0538712675515556,35.11546258756971,36.67308505260207,True
random,109,4,3,1,2,5,10.9264041953655,45.58572670368452,23.59727641060856,True
random,109,5,3,1,2,5,12.689917090258106,45.58572670368452,23.59727641060856,True
random,110,0,1,2,1,2,13.922082657757182,24.61790293616359,39.92426261108784,True
random,110,1,4,1,1,5,1.2796247005403019,40.25202322458914,32.751483853356866,True
random,110,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,110,3,4,1,1,5,5.032565368075476,40.25202322458914,32.751483853356866,True
random,110,4,3,1,2,5,10.475170243099754,45.58354835320733,23.604012900471567,True
random,110,5,3,1,2,5,12.238986577686276,45.58354835320733,23.604012900471567,True
random,111,0,2,3,1,1,3.1835676925831713,35.11507084537902,36.67451438395235,True
random,111,1,2,3,1,1,6.078507295491238,35.11507084537902,36.67451438395235,True
random,111,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,111,3,2,3,1,1,2.804492739087892,35.11507084537902,36.67451438395235,True
random,111,4,2,3,1,1,6.785250235352255,35.11507084537902,36.67451438395235,True
random,111,5,0,2,1,2,8.764149158663685,30.279329679007652,36.99731532163575,True
random,112,0,3,1,2,5,14.037514298928462,45.57919165225294,23.617485880197577,True
random,112,1,4,1,1,5,1.0918390168820524,40.249659737535964,32.75769840803979,True
random,112,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,112,3,2,3,1,1,2.360789270559708,35.11487497428368,36.67522904962749,True
random,112,4,3,1,2,5,10.454274434929827,45.57919165225294,23.617485880197577,True
random,112,5,3,1,2,5,12.207293170032377,45.57919165225294,23.617485880197577,True
random,113,0,0,2,1,2,7.161243274198941,30.272448514626348,37.012982553911996,True
random,113,1,4,1,1,5,0.6462411218958051,40.24847799400938,32.76080568538126,True
random,113,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,113,3,0,2,1,2,5.761526951285863,30.272448514626348,37.012982553911996,True
random,113,4,3,1,2,5,10.003057681233354,45.57701330177574,23.624222370060583,True
random,113,5,3,1,2,5,11.756395334340834,45.57701330177574,23.624222370060583,True
random,114,0,2,3,1,1,2.8199297060090553,35.114483232092994,36.67665838097777,True
random,114,1,4,1,1,5,0.2006750141977161,40.24729625048279,32.76391296272272,True
random,114,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,114,3,1,2,1,2,11.690555718476608,24.60878433438755,39.961421887725095,True
random,114,4,1,2,1,2,17.677629405684687,24.60878433438755,39.961421887725095,True
random,114,5,3,1,2,5,11.305498234483412,45.57483495129855,23.630958859923588,True
random,115,0,2,3,1,1,2.376213874738328,35.11428736099765,36.67737304665291,True
random,115,1,4,1,1,5,0.003324408254020955,40.246114506956204,32.767020240064184,True
random,115,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,115,3,3,1,2,5,15.796573874648267,45.572656600821354,23.637695349786593,True
random,115,4,0,2,1,2,10.864022253391774,30.265567350245043,37.02864978618824,True
random,115,5,0,2,1,2,9.635159328460453,30.265567350245043,37.02864978618824,True
random,116,0,3,1,2,5,14.832345305039356,45.57047825034416,23.6444318396496,True
random,116,1,4,1,1,5,0.003324408254020955,40.24493276342962,32.77012751740565,True
random,116,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,116,3,1,2,1,2,11.672245559636748,24.60422503349953,39.98000152604372,True
random,116,4,3,1,2,5,10.344704094975112,45.57047825034416,23.6444318396496,True
random,116,5,0,2,1,2,9.197930181858913,30.26212676805439,37.03648340232636,True
random,117,0,2,3,1,1,2.365988485881404,35.113895618806964,36.67880237800319,True
random,117,1,4,1,1,5,0.003324408254020955,40.24375101990303,32.77323479474711,True
random,117,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,117,3,1,2,1,2,11.233930715877726,24.601945383055522,39.989291345203036,True
random,117,4,2,3,1,1,6.820330152610735,35.113895618806964,36.67880237800319,True
random,117,5,0,2,1,2,8.760703390298984,30.258686185863738,37.04431701846448,True
random,118,0,3,1,2,5,14.8099953289131,45.56612154938977,23.65790481937561,True
random,118,1,4,1,1,5,0.003324408254020955,40.24256927637644,32.776342072088575,True
random,118,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,118,3,3,1,2,5,16.166715671786047,45.56612154938977,23.65790481937561,True
random,118,4,3,1,2,5,10.33026230466316,45.56612154938977,23.65790481937561,True
random,118,5,3,1,2,5,12.133687996281807,45.56612154938977,23.65790481937561,True
random,119,0,0,2,1,2,6.526988332866711,30.251805021482433,37.059984250740726,True
random,119,1,4,1,1,5,0.003324408254020955,40.241387532849856,32.77944934943004,True
random,119,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,119,3,1,2,1,2,11.221378554775713,24.597386082167503,40.00787098352166,True
random,119,4,2,3,1,1,6.820712565009081,35.11350387661628,36.68023170935347,True
random,119,5,1,2,1,2,15.114834229156987,24.597386082167503,40.00787098352166,True
random,120,0,3,1,2,5,14.745480029768624,45.56176484843538,23.67137779910162,True
random,120,1,4,1,1,5,0.003324408254020955,40.24020578932327,32.7825566267715,True
random,120,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,120,3,1,2,1,2,10.783175529945222,24.595106431723494,40.017160802680976,True
random,120,4,2,3,1,1,6.376936563816514,35.113308005520935,36.68094637502861,True
random,120,5,3,1,2,5,12.107127082223835,45.56176484843538,23.67137779910162,True
random,121,0,3,1,2,5,14.294518438290995,45.559586497958186,23.678114288964625,True
random,121,1,4,1,1,5,0.003324408254020955,40.23902404579668,32.785663904112965,True
random,121,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,121,3,0,2,1,2,3.9697843318509456,30.244923857101128,37.07565148301697,True
random,121,4,0,2,1,2,10.020387280811947,30.244923857101128,37.07565148301697,True
random,121,5,3,1,2,5,11.65634390965351,45.559586497958186,23.678114288964625,True
random,122,0,3,1,2,5,13.843557390989869,45.55740814748099,23.68485077882763,True
random,122,1,4,1,1,5,0.003324408254020955,40.237842302270096,32.78877118145443,True
random,122,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,122,3,2,3,1,1,2.058152726190195,35.11291626333025,36.68237570637889,True
random,122,4,2,3,1,1,5.518203142529647,35.11291626333025,36.68237570637889,True
random,122,5,3,1,2,5,11.205561607759455,45.55740814748099,23.68485077882763,True
random,123,0,3,1,2,5,13.3925969064207,45.5552297970038,23.691587268690636,True
random,123,1,4,1,1,5,0.003324408254020955,40.23666055874351,32.79187845879589,True
random,123,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,123,3,2,3,1,1,1.613948315196203,35.112720392234905,36.68309037205403,True
random,123,4,1,2,1,2,15.552574875603355,24.588267480391465,40.04503026015892,True
random,123,5,1,2,1,2,15.994907126404433,24.588267480391465,40.04503026015892,True
random,124,0,0,2,1,2,7.737888200790387,30.23460211052917,37.099152331431334,True
random,124,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,124,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,124,3,2,3,1,1,1.1697442665233582,35.11252452113956,36.68380503772917,True
random,124,4,0,2,1,2,8.739770414427769,30.23460211052917,37.099152331431334,True
random,124,5,0,2,1,2,9.227411179906532,30.23460211052917,37.099152331431334,True
random,125,0,0,2,1,2,7.300157311792057,30.231161528338518,37.106985947569456,True
random,125,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,125,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,125,3,2,3,1,1,0.7255407663841891,35.11232865004422,36.68451970340431,True
random,125,4,3,1,2,5,12.401951754564495,45.55087309604941,23.705060248416647,True
random,125,5,1,2,1,2,15.12082481224121,24.583708179503446,40.063609898477544,True
random,126,0,3,1,2,5,13.761952381353902,45.54869474557221,23.711796738279652,True
random,126,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,126,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,126,3,2,3,1,1,0.28133847708295445,35.112132778948876,36.68523436907945,True
random,126,4,3,1,2,5,11.950957041395938,45.54869474557221,23.711796738279652,True
random,126,5,3,1,2,5,12.044609772653525,45.54869474557221,23.711796738279652,True
random,127,0,1,2,1,2,13.661937965428542,24.579148878615428,40.08218953679617,True
random,127,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,127,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,127,3,2,3,1,1,0.0007410212636723411,35.11193690785353,36.68594903475459,True
random,127,4,1,2,1,2,15.518397724933296,24.579148878615428,40.08218953679617,True
random,127,5,0,2,1,2,8.802628950417086,30.224280363957213,37.1226531798457,True
random,128,0,1,2,1,2,13.22393357472499,24.576869228171418,40.091479355955485,True
random,128,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,128,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,128,3,2,3,1,1,0.0007410212636723411,35.11174103675819,36.68666370042973,True
random,128,4,3,1,2,5,11.910778074420014,45.544338044617824,23.725269718005663,True
random,128,5,0,2,1,2,8.365657034122878,30.22083978176656,37.13048679598382,True
random,129,0,3,1,2,5,14.14103069974384,45.54215969414063,23.732006207868668,True
random,129,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,129,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,129,3,2,3,1,1,0.0007410212636723411,35.11154516566285,36.68737836610487,True
random,129,4,3,1,2,5,11.45982094678549,45.54215969414063,23.732006207868668,True
random,129,5,0,2,1,2,7.92868724973387,30.217399199575908,37.13832041212194,True
random,130,0,1,2,1,2,13.216112152446494,24.5723099272834,40.11005899427411,True
random,130,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,130,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,130,3,2,3,1,1,0.0007410212636723411,35.1113492945675,36.688093031780014,True
random,130,4,1,2,1,2,15.933500189533316,24.5723099272834,40.11005899427411,True
random,130,5,1,2,1,2,13.817212950543524,24.5723099272834,40.11005899427411,True
random,131,0,0,2,1,2,6.410073075695015,30.210518035194603,37.153987644398185,True
random,131,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,131,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,131,3,2,3,1,1,0.0007410212636723411,35.11115342347216,36.688807697455154,True
random,131,4,0,2,1,2,9.135345570698274,30.210518035194603,37.153987644398185,True
random,131,5,0,2,1,2,7.056146008528027,30.210518035194603,37.153987644398185,True
random,132,0,0,2,1,2,5.972590644525918,30.20707745300395,37.16182126053631,True
random,132,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,132,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,132,3,2,3,1,1,0.0007410212636723411,35.11095755237682,36.689522363130294,True
random,132,4,3,1,2,5,11.846209686916154,45.535624642709045,23.752215677457684,True
random,132,5,3,1,2,5,13.766513365809864,45.535624642709045,23.752215677457684,True
random,133,0,1,2,1,2,11.902670120391084,24.56547097595137,40.13792845175205,True
random,133,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,133,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,133,3,2,3,1,1,0.0007410212636723411,35.110761681281474,36.690237028805434,True
random,133,4,3,1,2,5,11.395320044851522,45.53344629223185,23.75895216732069,True
random,133,5,1,2,1,2,13.388408284019286,24.56547097595137,40.13792845175205,True
random,134,0,0,2,1,2,5.097848581005292,30.200196288622646,37.17748849281255,True
random,134,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,134,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,134,3,2,3,1,1,0.0007410212636723411,35.11056581018613,36.690951694480574,True
random,134,4,3,1,2,5,10.944431171901144,45.531267941754656,23.765688657183695,True
random,134,5,0,2,1,2,6.634142563818394,30.200196288622646,37.17748849281255,True
random,135,0,3,1,2,5,15.804124665135873,45.52908959127746,23.7724251470467,True
random,135,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,135,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,135,3,2,3,1,1,0.0007410212636723411,35.11036993909079,36.691666360155715,True
random,135,4,3,1,2,5,10.493543101380707,45.52908959127746,23.7724251470467,True
random,135,5,3,1,2,5,14.18499274018822,45.52908959127746,23.7724251470467,True
random,136,0,0,2,1,2,5.101420160547914,30.19331512424134,37.19315572508879,True
random,136,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,136,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,136,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,136,4,0,2,1,2,10.452878664565192,30.19331512424134,37.19315572508879,True
random,136,5,1,2,1,2,12.960974029459669,24.558632024619342,40.165797909229994,True
random,137,0,3,1,2,5,15.782405953565375,45.52473289032307,23.78589812677271,True
random,137,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,137,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,137,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,137,4,3,1,2,5,10.470519397755336,45.52473289032307,23.78589812677271,True
random,137,5,3,1,2,5,14.167321910131893,45.52473289032307,23.78589812677271,True
random,138,0,0,2,1,2,5.107595729977799,30.186433959860036,37.20882295736504,True
random,138,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,138,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,138,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,138,4,1,2,1,2,16.792211054661728,24.554072723731323,40.18437754754862,True
random,138,5,3,1,2,5,13.716744474752426,45.52255453984588,23.792634616635716,True
random,139,0,0,2,1,2,4.670335768094474,30.182993377669384,37.21665657350316,True
random,139,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,139,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,139,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,139,4,3,1,2,5,10.44442465445069,45.52037618936868,23.79937110649872,True
random,139,5,3,1,2,5,13.266167967238935,45.52037618936868,23.79937110649872,True
random,140,0,0,2,1,2,4.233080663018072,30.17955279547873,37.22449018964128,True
random,140,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,140,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,140,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,140,4,1,2,1,2,16.79378349093396,24.549513422843305,40.20295718586725,True
random,140,5,1,2,1,2,13.86424915028112,24.549513422843305,40.20295718586725,True
random,141,0,3,1,2,5,16.626556137769672,45.516019488414294,23.812844086224732,True
random,141,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,141,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,141,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,141,4,3,1,2,5,10.42025325948589,45.516019488414294,23.812844086224732,True
random,141,5,3,1,2,5,13.249967711261208,45.516019488414294,23.812844086224732,True
random,142,0,1,2,1,2,10.593594383622968,24.544954121955286,40.221536824185876,True
random,142,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,142,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,142,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,142,4,3,1,2,5,9.969461251613575,45.5138411379371,23.819580576087738,True
random,142,5,3,1,2,5,12.799410250611656,45.5138411379371,23.819580576087738,True
random,143,0,0,2,1,2,3.8063503471591824,30.169231048906774,37.247991038055645,True
random,143,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,143,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,143,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,143,4,0,2,1,2,10.922843935923977,30.169231048906774,37.247991038055645,True
random,143,5,3,1,2,5,12.348853805041088,45.511662787459905,23.826317065950743,True
random,144,0,3,1,2,5,17.038914175630865,45.50948443698271,23.83305355581375,True
random,144,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,144,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,144,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,144,4,3,1,2,5,9.952043533720145,45.50948443698271,23.83305355581375,True
random,144,5,3,1,2,5,11.898298413332753,45.50948443698271,23.83305355581375,True
random,145,0,1,2,1,2,10.16155172598495,24.538115170623257,40.249406281663816,True
random,145,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,145,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,145,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,145,4,1,2,1,2,17.24470007850644,24.538115170623257,40.249406281663816,True
random,145,5,1,2,1,2,15.220315481819933,24.538115170623257,40.249406281663816,True
random,146,0,1,2,1,2,9.72384987143367,24.535835520179248,40.25869610082313,True
random,146,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,146,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,146,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,146,4,3,1,2,5,9.931175810254384,45.50512773602832,23.84652653553976,True
random,146,5,0,2,1,2,8.506575696020509,30.158909302334816,37.27149188647001,True
random,147,0,1,2,1,2,9.286152860975205,24.53355586973524,40.26798591998244,True
random,147,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,147,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,147,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,147,4,3,1,2,5,9.480438237276351,45.502949385551126,23.853263025402764,True
random,147,5,0,2,1,2,8.069853862173167,30.155468720144164,37.27932550260813,True
random,148,0,3,1,2,5,17.87946297638728,45.50077103507393,23.85999951526577,True
random,148,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,148,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,148,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,148,4,3,1,2,5,9.029701802254273,45.50077103507393,23.85999951526577,True
random,148,5,0,2,1,2,7.633133756437346,30.15202813795351,37.28715911874625,True
random,149,0,3,1,2,5,17.42892521454542,45.49859268459674,23.866736005128775,True
random,149,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,149,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,149,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,149,4,3,1,2,5,8.578966565169075,45.49859268459674,23.866736005128775,True
random,149,5,1,2,1,2,13.478036996988466,24.52899656884722,40.28656555830107,True
random,150,0,3,1,2,5,16.97838820844524,45.49641433411954,23.87347249499178,True
random,150,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,150,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,150,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,150,4,3,1,2,5,8.128232592580162,45.49641433411954,23.87347249499178,True
random,150,5,1,2,1,2,13.040772196617713,24.52671691840321,40.295855377460384,True
random,151,0,3,1,2,5,16.52785197897152,45.49423598364235,23.880208984854786,True
random,151,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,151,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,151,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,151,4,3,1,2,5,7.677499958765167,45.49423598364235,23.880208984854786,True
random,151,5,1,2,1,2,12.603510512004807,24.5244372679592,40.3051451966197,True
random,152,0,3,1,2,5,16.07731654817973,45.49205763316515,23.88694547471779,True
random,152,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,152,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,152,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,152,4,3,1,2,5,7.226768747138611,45.49205763316515,23.88694547471779,True
random,152,5,0,2,1,2,5.895468343206019,30.1382658091909,37.31849358329874,True
random,153,0,3,1,2,5,15.626781939396846,45.48987928268796,23.893681964580797,True
random,153,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,153,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,153,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,153,4,3,1,2,5,6.776039052040189,45.48987928268796,23.893681964580797,True
random,153,5,1,2,1,2,11.732803708156247,24.51987796707118,40.323724834938325,True
random,154,0,0,2,1,2,5.227175210433425,30.131384644809597,37.33416081557498,True
random,154,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
random,154,2,0,2,1,2,10.813039581054305,40.25793194222207,32.73594746664955,False
random,154,3,0,2,1,2,4.938350010449379,35.11036993909079,36.691666360155715,False
random,154,4,3,1,2,5,6.3253109810214205,45.487700932210764,23.900418454443802,True
random,154,5,0,2,1,2,5.026600652383352,30.131384644809597,37.33416081557498,True
random,155,0,3,1,2,5,15.614557242704691,45.48552258173357,23.907154944306807,True
random,155,1,0,2,1,2,10.883820365568232,40.23666055874351,32.79187845879589,False
