policy,step,drone,target_id,target_type,target_life,target_score,estimated_distance,goal_x,goal_y,active
random,12,1,2,3,1,1,26.92414912033028,35.13446208381799,36.60376248211347,True
random,12,2,1,2,1,2,34.70507584027467,24.841308679676516,39.01386033347511,True
random,12,3,2,3,1,1,27.71015584212182,35.13446208381799,36.60376248211347,True
random,12,4,2,3,1,1,26.58299138486417,35.13446208381799,36.60376248211347,True
random,12,5,1,2,1,2,34.382382397774215,24.841308679676516,39.01386033347511,True
random,13,0,4,1,2,5,19.904984561356574,40.47537275111405,32.16420843582091,True
random,13,1,0,2,1,2,28.183279812452493,30.616506733691594,36.229620940099835,True
random,13,2,4,1,2,5,21.15731778292449,40.47537275111405,32.16420843582091,True
random,13,3,4,1,2,5,21.4038498911674,40.47537275111405,32.16420843582091,True
random,13,4,0,2,1,2,27.870928442037748,30.616506733691594,36.229620940099835,True
random,13,5,3,1,2,5,11.278352046568903,45.794848349495204,22.950573383760048,True
random,14,0,2,3,1,1,25.29819113333216,35.13407034162731,36.60519181346375,True
random,14,1,1,2,1,2,33.31119644284292,24.836749378788497,39.032439971793735,True
random,14,2,1,2,1,2,33.870898734533355,24.836749378788497,39.032439971793735,True
random,14,3,1,2,1,2,34.065736038600306,24.836749378788497,39.032439971793735,True
random,14,4,0,2,1,2,27.434959358354543,30.61306615150094,36.23745455623796,True
random,14,5,1,2,1,2,33.618936797069566,24.836749378788497,39.032439971793735,True
random,15,0,3,1,2,5,9.501405886820384,45.790491648540815,22.96404636348606,True
random,15,1,1,2,1,2,32.87553187294958,24.834469728344487,39.04172979095305,True
random,15,2,4,1,2,5,20.31995425370879,40.470645777007704,32.17663754518675,True
random,15,3,3,1,2,5,10.884803482369572,45.790491648540815,22.96404636348606,True
random,15,4,4,1,2,5,19.410196582252002,40.470645777007704,32.17663754518675,True
random,15,5,4,1,2,5,20.13679659194145,40.470645777007704,32.17663754518675,True
random,16,0,0,2,1,2,26.236479026676736,30.606184987119637,36.2531217885142,True
random,16,1,2,3,1,1,25.185968900053137,35.13367859943662,36.60662114481403,True
random,16,2,0,2,1,2,27.46257985445083,30.606184987119637,36.2531217885142,True
random,16,3,3,1,2,5,10.446913821324246,45.78831329806362,22.970782853349064,True
random,16,4,0,2,1,2,26.587235598295422,30.606184987119637,36.2531217885142,True
random,16,5,0,2,1,2,27.224608752328887,30.606184987119637,36.2531217885142,True
random,17,0,3,1,2,5,8.734501489205444,45.786134947586426,22.97751934321207,True
random,17,1,4,1,2,5,18.962070485165796,40.465918802901356,32.18906665455259,True
random,17,2,3,1,2,5,9.86285438903008,45.786134947586426,22.97751934321207,True
random,17,3,3,1,2,5,10.009024860448033,45.786134947586426,22.97751934321207,True
random,17,4,4,1,2,5,18.559639145626374,40.465918802901356,32.18906665455259,True
random,17,5,3,1,2,5,9.757619768018753,45.786134947586426,22.97751934321207,True
random,18,0,1,2,1,2,31.13286085814573,24.82763077701246,39.06959924843099,True
random,18,1,1,2,1,2,31.629827437572683,24.82763077701246,39.06959924843099,True
random,18,2,2,3,1,1,24.9036036577358,35.133286857245935,36.60805047616431,True
random,18,3,1,2,1,2,32.6627606891911,24.82763077701246,39.06959924843099,True
random,18,4,0,2,1,2,25.74145443633779,30.59930382273833,36.26878902079044,True
random,18,5,1,2,1,2,32.05301091027957,24.82763077701246,39.06959924843099,True
random,19,0,4,1,2,5,17.41853512031544,40.46119182879501,32.20149576391843,True
random,19,1,4,1,2,5,18.132857756387235,40.46119182879501,32.20149576391843,True
random,19,2,4,1,2,5,18.623253969971948,40.46119182879501,32.20149576391843,True
random,19,3,3,1,2,5,9.255107730007499,45.78177824663204,22.99099232293808,True
random,19,4,4,1,2,5,17.711139428762465,40.46119182879501,32.20149576391843,True
random,19,5,3,1,2,5,9.021710944118006,45.78177824663204,22.99099232293808,True
random,20,0,4,1,2,5,16.980659847250777,40.458828341741835,32.20771031860135,True
random,20,1,1,2,1,2,30.806660320502576,24.82307147612444,39.08817888674962,True
random,20,2,2,3,1,1,24.023013644115412,35.13289511505525,36.60947980751459,True
random,20,3,2,3,1,1,24.396534386474798,35.13289511505525,36.60947980751459,True
random,20,4,4,1,2,5,17.273261530002166,40.458828341741835,32.20771031860135,True
random,20,5,2,3,1,1,23.891652110323328,35.13289511505525,36.60947980751459,True
random,21,0,4,1,2,5,16.542784636991215,40.45646485468866,32.21392487328427,True
random,21,1,3,1,2,5,8.13268421011632,45.77742154567765,23.00446530266409,True
random,21,2,3,1,2,5,8.26858003014586,45.77742154567765,23.00446530266409,True
random,21,3,0,2,1,2,25.82981993591611,30.588982076166374,36.29228986920481,True
random,21,4,0,2,1,2,24.491214463403193,30.588982076166374,36.29228986920481,True
random,21,5,3,1,2,5,8.21838341953894,45.77742154567765,23.00446530266409,True
random,22,0,1,2,1,2,29.539570905235625,24.81851217523642,39.106758525068244,True
random,22,1,1,2,1,2,30.120511045919184,24.81851217523642,39.106758525068244,True
random,22,2,2,3,1,1,23.20983105009457,35.13250337286456,36.61090913886487,True
random,22,3,2,3,1,1,23.51541529115175,35.13250337286456,36.61090913886487,True
random,22,4,0,2,1,2,24.055215573765803,30.58554149397572,36.30012348534293,True
random,22,5,4,1,2,5,17.245055017880556,40.45410136763549,32.22013942796719,True
random,23,0,3,1,2,5,6.61401089161968,45.77306484472326,23.0179382823901,True
random,23,1,4,1,2,5,16.53073711963401,40.451737880582314,32.22635398265011,True
random,23,2,2,3,1,1,22.766120270631507,35.13230750176922,36.61162380454001,True
random,23,3,3,1,2,5,7.75008812775442,45.77306484472326,23.0179382823901,True
random,23,4,3,1,2,5,6.948593332603985,45.77306484472326,23.0179382823901,True
random,23,5,3,1,2,5,7.382954647108041,45.77306484472326,23.0179382823901,True
random,24,0,0,2,1,2,23.14279721204527,30.578660329594417,36.31579071761917,True
random,24,1,1,2,1,2,29.303555915875876,24.813952874348402,39.12533816338687,True
random,24,2,2,3,1,1,22.32240949164968,35.132111630673876,36.61233847021515,True
random,24,3,4,1,2,5,16.83362017263993,40.44937439352914,32.23256853733303,True
random,24,4,0,2,1,2,23.361193948278306,30.578660329594417,36.31579071761917,True
random,24,5,0,2,1,2,24.25569200742232,30.578660329594417,36.31579071761917,True
random,25,0,4,1,2,5,14.945269128589318,40.44701090647597,32.23878309201595,True
random,25,1,1,2,1,2,28.867756280042485,24.811673223904393,39.134627982546185,True
random,25,2,2,3,1,1,21.878698713158716,35.13191575957853,36.61305313589029,True
random,25,3,3,1,2,5,6.916463209210369,45.76870814376887,23.031411262116112,True
random,25,4,3,1,2,5,6.261323649357784,45.76870814376887,23.031411262116112,True
random,25,5,4,1,2,5,16.00625968604109,40.44701090647597,32.23878309201595,True
random,26,0,4,1,2,5,14.507384183163074,40.44464741942279,32.24499764669887,True
random,26,1,0,2,1,2,22.77442205231368,30.571779165213112,36.331457949895416,True
random,26,2,0,2,1,2,23.385457987272677,30.571779165213112,36.331457949895416,True
random,26,3,3,1,2,5,6.478106139868293,45.766529793291674,23.038147751979118,True
random,26,4,3,1,2,5,5.822229996523567,45.766529793291674,23.038147751979118,True
random,26,5,0,2,1,2,23.415128018016862,30.571779165213112,36.331457949895416,True
random,27,0,4,1,2,5,14.069499320302853,40.44228393236962,32.25121220138179,True
random,27,1,4,1,2,5,14.934151247185795,40.44228393236962,32.25121220138179,True
random,27,2,2,3,1,1,20.999003143522803,35.13152401738785,36.61448246724057,True
random,27,3,1,2,1,2,29.481325019592063,24.807113923016374,39.15320762086481,True
random,27,4,3,1,2,5,5.383140184225035,45.76435144281448,23.044884241842123,True
random,27,5,4,1,2,5,15.16349685606137,40.44228393236962,32.25121220138179,True
random,28,0,4,1,2,5,13.631614542541433,40.439920445316446,32.25742675606471,True
random,28,1,3,1,2,5,6.124154416769482,45.762173092337285,23.05162073170513,True
random,28,2,2,3,1,1,20.555292765987797,35.1313281462925,36.61519713291571,True
random,28,3,1,2,1,2,29.045330716511295,24.804834272572364,39.162497440024126,True
random,28,4,3,1,2,5,4.944054532035915,45.762173092337285,23.05162073170513,True
random,28,5,3,1,2,5,5.65586665013359,45.762173092337285,23.05162073170513,True
random,29,0,0,2,1,2,21.114909662010273,30.561457418641155,36.35495879830978,True
random,29,1,0,2,1,2,21.770954990686814,30.561457418641155,36.35495879830978,True
random,29,2,2,3,1,1,20.11158238895734,35.13113227519716,36.61591179859085,True
random,29,3,0,2,1,2,22.8036185106979,30.561457418641155,36.35495879830978,True
random,29,4,4,1,2,5,13.828632895330651,40.43755695826327,32.26364131074763,True
random,29,5,4,1,2,5,14.372290565155772,40.43755695826327,32.26364131074763,True
random,30,0,1,2,1,2,26.524495842949175,24.800274971684345,39.18107707834275,True
random,30,1,3,1,2,5,5.526491199698245,45.757816391382896,23.06509371143114,True
random,30,2,3,1,2,5,5.369037980193712,45.757816391382896,23.06509371143114,True
random,30,3,3,1,2,5,5.349067033244263,45.757816391382896,23.06509371143114,True
random,30,4,3,1,2,5,4.167729427161231,45.757816391382896,23.06509371143114,True
random,30,5,1,2,1,2,27.800307787625105,24.800274971684345,39.18107707834275,True
random,31,0,1,2,1,2,26.088424396402214,24.797995321240336,39.19036689750207,True
random,31,1,2,3,1,1,19.17833042581243,35.130740533006474,36.61734112994113,True
random,31,2,4,1,2,5,13.630370866525332,40.432829984156925,32.27607042011347,True
random,31,3,2,3,1,1,19.99262477176668,35.130740533006474,36.61734112994113,True
random,31,4,4,1,2,5,13.067766565385094,40.432829984156925,32.27607042011347,True
random,31,5,4,1,2,5,13.555662052232902,40.432829984156925,32.27607042011347,True
random,32,0,0,2,1,2,19.812499892263208,30.551135672069197,36.378459646724146,True
random,32,1,2,3,1,1,18.73461988734105,35.13054466191113,36.61805579561627,True
random,32,2,0,2,1,2,21.11034713435844,30.551135672069197,36.378459646724146,True
random,32,3,0,2,1,2,21.726608293165366,30.551135672069197,36.378459646724146,True
random,32,4,0,2,1,2,21.052326895330868,30.551135672069197,36.378459646724146,True
random,32,5,3,1,2,5,4.426168444326663,45.75345969042851,23.07856669115715,True
random,33,0,4,1,2,5,11.681910058987485,40.42810301005058,32.28849952947931,True
random,33,1,3,1,2,5,4.712438692619481,45.75128133995131,23.085303181020155,True
random,33,2,1,2,1,2,26.518647559724798,24.793436020352317,39.208946535820694,True
random,33,3,3,1,2,5,4.472583420282506,45.75128133995131,23.085303181020155,True
random,33,4,1,2,1,2,26.589791705070148,24.793436020352317,39.208946535820694,True
random,33,5,3,1,2,5,3.9859789205088143,45.75128133995131,23.085303181020155,True
random,34,0,4,1,2,5,11.243932135630036,40.425739522997404,32.29471408416223,True
random,34,1,2,3,1,1,18.139643790611903,35.130152919720445,36.61948512696655,True
random,34,2,0,2,1,2,20.241035873227556,30.544254507687892,36.39412687900039,True
random,34,3,0,2,1,2,21.150701876769595,30.544254507687892,36.39412687900039,True
random,34,4,0,2,1,2,20.18213570944547,30.544254507687892,36.39412687900039,True
random,34,5,4,1,2,5,12.54577184562665,40.425739522997404,32.29471408416223,True
random,35,0,1,2,1,2,24.51695136300611,24.788876719464298,39.22752617413932,True
random,35,1,2,3,1,1,17.69593071264408,35.1299570486251,36.62019979264169,True
random,35,2,3,1,2,5,4.462317474387866,45.74692463899692,23.098776160746166,True
random,35,3,3,1,2,5,3.9145311657687554,45.74692463899692,23.098776160746166,True
random,35,4,3,1,2,5,3.2898581155807047,45.74692463899692,23.098776160746166,True
random,35,5,4,1,2,5,12.107944236309622,40.42337603594423,32.30092863884515,True
random,36,0,1,2,1,2,24.080775449576215,24.78659706902029,39.236815993298634,True
random,36,1,2,3,1,1,17.2522176354899,35.12976117752976,36.62091445831683,True
random,36,2,4,1,2,5,11.838968425670542,40.421012548891056,32.30714319352807,True
random,36,3,0,2,1,2,20.628100732257423,30.537373343306587,36.40979411127663,True
random,36,4,3,1,2,5,2.847638198686542,45.74474628851973,23.10551265060917,True
random,36,5,4,1,2,5,11.670116662679243,40.421012548891056,32.30714319352807,True
random,37,0,1,2,1,2,23.644600505310635,24.78431741857628,39.24610581245795,True
random,37,1,2,3,1,1,16.80850455917049,35.129565306434415,36.62162912399197,True
random,37,2,3,1,2,5,3.840142227255689,45.742567938042534,23.112249140472176,True
random,37,3,3,1,2,5,3.4139538380110057,45.742567938042534,23.112249140472176,True
random,37,4,3,1,2,5,2.4054355974254444,45.742567938042534,23.112249140472176,True
random,37,5,4,1,2,5,11.232289126059305,40.41864906183788,32.31335774821099,True
random,38,0,4,1,2,5,9.786565957754501,40.41628557478471,32.31957230289391,True
random,38,1,4,1,2,5,10.687371980764922,40.41628557478471,32.31957230289391,True
random,38,2,0,2,1,2,19.483650820844783,30.530492178925282,36.425461343552875,True
random,38,3,0,2,1,2,20.16940378778059,30.530492178925282,36.425461343552875,True
random,38,4,4,1,2,5,11.029406764174418,40.41628557478471,32.31957230289391,True
random,38,5,4,1,2,5,10.794461627877345,40.41628557478471,32.31957230289391,True
random,39,0,2,3,1,1,14.792397264301794,35.12917356424373,36.62305845534225,True
random,39,1,4,1,2,5,10.249415359394677,40.413922087731535,32.32578685757683,True
random,39,2,3,1,2,5,3.4840877124805556,45.738211237088144,23.125722120198187,True
random,39,3,3,1,2,5,2.9811076879476563,45.738211237088144,23.125722120198187,True
random,39,4,1,2,1,2,25.604124036806677,24.77975811768826,39.264685450776575,True
random,39,5,2,3,1,1,16.37908838140219,35.12917356424373,36.62305845534225,True
random,40,0,2,3,1,1,14.348687517400244,35.128977693148386,36.62377312101739,True
random,40,1,4,1,2,5,9.811458948906255,40.41155860067836,32.33200141225975,True
random,40,2,3,1,2,5,3.0404732693807826,45.73603288661095,23.132458610061192,True
random,40,3,4,1,2,5,11.16214202318352,40.41155860067836,32.33200141225975,True
random,40,4,0,2,1,2,19.054393356879654,30.523611014543977,36.44112857582912,True
random,40,5,0,2,1,2,18.488204475473744,30.523611014543977,36.44112857582912,True
random,41,0,3,1,2,5,5.2555655836192345,45.733854536133755,23.139195099924198,True
random,41,1,3,1,2,5,3.9869231514165424,45.733854536133755,23.139195099924198,True
random,41,2,1,2,1,2,25.36041726321016,24.77519881680024,39.2832650890952,True
random,41,3,3,1,2,5,2.4348902127363505,45.733854536133755,23.139195099924198,True
random,41,4,1,2,1,2,24.7326497889605,24.77519881680024,39.2832650890952,True
random,41,5,3,1,2,5,3.118114848004812,45.733854536133755,23.139195099924198,True
random,42,0,4,1,2,5,8.611262123598891,40.406831626572014,32.34443052162559,True
random,42,1,4,1,2,5,9.445162929213486,40.406831626572014,32.34443052162559,True
random,42,2,0,2,1,2,18.87218776772539,30.516729850162672,36.45679580810536,True
random,42,3,0,2,1,2,19.52828639756325,30.516729850162672,36.45679580810536,True
random,42,4,4,1,2,5,9.445966502298493,40.406831626572014,32.34443052162559,True
random,42,5,3,1,2,5,2.6716946470978873,45.73167618565656,23.145931589787203,True
random,43,0,4,1,2,5,8.173171868630472,40.40446813951884,32.35064507630851,True
random,43,1,2,3,1,1,14.861000182904698,35.128390079862356,36.625917118042814,True
random,43,2,0,2,1,2,18.435884764553634,30.51328926797202,36.46462942424348,True
random,43,3,1,2,1,2,25.197847842615367,24.770639515912222,39.30184472741383,True
random,43,4,1,2,1,2,23.930462788775095,24.770639515912222,39.30184472741383,True
random,43,5,2,3,1,1,15.92998693893763,35.128390079862356,36.625917118042814,True
random,44,0,4,1,2,5,7.7350820954764945,40.40210465246567,32.35685963099143,True
random,44,1,3,1,2,5,3.8986665969518213,45.72731948470217,23.159404569513214,True
random,44,2,0,2,1,2,17.999582141205615,30.509848685781368,36.472463040381605,True
random,44,3,3,1,2,5,2.4392179453105194,45.72731948470217,23.159404569513214,True
random,44,4,1,2,1,2,23.493804327762966,24.768359865468213,39.31113454657314,True
random,44,5,4,1,2,5,9.353484179826069,40.40210465246567,32.35685963099143,True
random,45,0,2,3,1,1,12.897221948386518,35.12799833767167,36.627346449393094,True
random,45,1,2,3,1,1,14.701382392340376,35.12799833767167,36.627346449393094,True
random,45,2,2,3,1,1,15.031206258137603,35.12799833767167,36.627346449393094,True
random,45,3,2,3,1,1,16.173231270132348,35.12799833767167,36.627346449393094,True
random,45,4,1,2,1,2,23.05714719319249,24.766080215024203,39.32042436573246,True
random,45,5,4,1,2,5,8.915679712808728,40.39974116541249,32.36307418567435,True
random,46,0,4,1,2,5,6.895498160232772,40.39737767835932,32.36928874035727,True
random,46,1,0,2,1,2,16.907600578973437,30.502967521400063,36.48813027265785,True
random,46,2,0,2,1,2,17.139884640026082,30.502967521400063,36.48813027265785,True
random,46,3,4,1,2,5,9.572059823557408,40.39737767835932,32.36928874035727,True
random,46,4,1,2,1,2,22.620491409519786,24.763800564580194,39.32971418489177,True
random,46,5,3,1,2,5,2.9480749936448394,45.72296278374778,23.172877549239224,True
random,47,0,4,1,2,5,6.4573594940149315,40.395014191306146,32.37550329504019,True
random,47,1,2,3,1,1,13.827614728022763,35.127606595480984,36.628775780743375,True
random,47,2,2,3,1,1,14.157411952021098,35.127606595480984,36.628775780743375,True
random,47,3,3,1,2,5,2.42240697710088,45.72078443327059,23.17961403910223,True
random,47,4,1,2,1,2,22.183837002137224,24.761520914136185,39.339004004051084,True
random,47,5,2,3,1,1,14.99334507225793,35.127606595480984,36.628775780743375,True
random,48,0,0,2,1,2,14.341053501956125,30.496086357018758,36.50379750493409,True
random,48,1,0,2,1,2,16.049286370026618,30.496086357018758,36.50379750493409,True
random,48,2,0,2,1,2,16.28166134122728,30.496086357018758,36.50379750493409,True
random,48,3,4,1,2,5,9.385713644035498,40.39265070425297,32.38171784972311,True
random,48,4,4,1,2,5,7.28095888197299,40.39265070425297,32.38171784972311,True
random,48,5,0,2,1,2,17.451332521813427,30.496086357018758,36.50379750493409,True
random,49,0,3,1,2,5,6.420179451311336,45.7164277323162,23.19308701882824,True
random,49,1,2,3,1,1,12.955525835043805,35.1272148532903,36.630205112093655,True
random,49,2,2,3,1,1,13.285260028386332,35.1272148532903,36.630205112093655,True
random,49,3,2,3,1,1,15.187698259090054,35.1272148532903,36.630205112093655,True
random,49,4,4,1,2,5,6.8429600411997535,40.3902872171998,32.38793240440603,True
random,49,5,2,3,1,1,14.117637450863603,35.1272148532903,36.630205112093655,True
random,50,0,1,2,1,2,20.526768239874485,24.754681962804156,39.366873461529025,True
random,50,1,4,1,2,5,6.803927731343809,40.387923730146625,32.39414695908895,True
random,50,2,4,1,2,5,7.228305708123251,40.387923730146625,32.39414695908895,True
random,50,3,1,2,1,2,23.88751166584116,24.754681962804156,39.366873461529025,True
random,50,4,1,2,1,2,21.116911829044824,24.754681962804156,39.366873461529025,True
random,50,5,0,2,1,2,16.59063440938305,30.489205192637453,36.519464737210335,True
random,51,0,3,1,2,5,6.406786112168355,45.71207103136181,23.20655999855425,True
random,51,1,3,1,2,5,5.483868056780201,45.71207103136181,23.20655999855425,True
random,51,2,3,1,2,5,5.370255630369526,45.71207103136181,23.20655999855425,True
random,51,3,3,1,2,5,3.0595452778761585,45.71207103136181,23.20655999855425,True
random,51,4,3,1,2,5,5.825258066121894,45.71207103136181,23.20655999855425,True
random,51,5,3,1,2,5,4.122970034989004,45.71207103136181,23.20655999855425,True
random,52,0,2,3,1,1,11.597409593516257,35.12662724000427,36.632349109119076,True
random,52,1,1,2,1,2,21.476548098907802,24.750122661916137,39.38545309984765,True
random,52,2,0,2,1,2,15.514507303874355,30.482324028256148,36.53513196948658,True
random,52,3,1,2,1,2,23.8965175627846,24.750122661916137,39.38545309984765,True
random,52,4,4,1,2,5,6.378238899380387,40.38319675604028,32.40657606845479,True
random,52,5,1,2,1,2,22.812114491556535,24.750122661916137,39.38545309984765,True
random,53,0,4,1,2,5,5.5487305323326845,40.380833268987104,32.41279062313771,True
random,53,1,1,2,1,2,21.039734173695926,24.747843011472128,39.394742919006966,True
random,53,2,0,2,1,2,15.078072845122923,30.478883446065495,36.5429655856247,True
random,53,3,4,1,2,5,8.11839768766503,40.380833268987104,32.41279062313771,True
random,53,4,4,1,2,5,5.940250833633795,40.380833268987104,32.41279062313771,True
random,53,5,4,1,2,5,7.160754974861448,40.380833268987104,32.41279062313771,True
random,54,0,3,1,2,5,6.6148926314445795,45.705535979930225,23.226769468143267,True
random,54,1,1,2,1,2,20.602921846378596,24.74556336102812,39.40403273816628,True
random,54,2,2,3,1,1,11.945079410677645,35.12623549781358,36.63377844046936,True
random,54,3,2,3,1,1,13.86465001361876,35.12623549781358,36.63377844046936,True
random,54,4,2,3,1,1,11.345937071370045,35.12623549781358,36.63377844046936,True
random,54,5,2,3,1,1,12.808177555582423,35.12623549781358,36.63377844046936,True
random,55,0,0,2,1,2,14.08581732337187,30.47200228168419,36.55863281790094,True
random,55,1,0,2,1,2,13.992269249403066,30.47200228168419,36.55863281790094,True
random,55,2,3,1,2,5,6.1318969687701905,45.70335762945303,23.233505958006273,True
random,55,3,4,1,2,5,7.258525668948991,40.376106294880756,32.42521973250355,True
random,55,4,0,2,1,2,13.860350835187683,30.47200228168419,36.55863281790094,True
random,55,5,3,1,2,5,4.867908967532833,45.70335762945303,23.233505958006273,True
random,56,0,2,3,1,1,10.752119739895205,35.125843755622896,36.63520777181964,True
random,56,1,4,1,2,5,5.449217546842035,40.37374280782758,32.43143428718647,True
random,56,2,2,3,1,1,11.887323275812985,35.125843755622896,36.63520777181964,True
random,56,3,1,2,1,2,22.31513290769269,24.7410040601401,39.422612376484906,True
random,56,4,4,1,2,5,4.799990305130024,40.37374280782758,32.43143428718647,True
random,56,5,2,3,1,1,12.790011262322304,35.125843755622896,36.63520777181964,True
random,57,0,0,2,1,2,13.23336126245822,30.465121117302886,36.574300050177186,True
random,57,1,3,1,2,5,7.000545735994555,45.69900092849864,23.246978937732283,True
random,57,2,3,1,2,5,6.06756068868356,45.69900092849864,23.246978937732283,True
random,57,3,1,2,1,2,21.878110458046446,24.73872440969609,39.43190219564422,True
random,57,4,3,1,2,5,7.113165219823539,45.69900092849864,23.246978937732283,True
